"Lance.code","Lon","Lat"
"1770_4",-80.7501166666667,-6.52006666666667
"1770_5",-80.7605666666667,-6.51631666666667
"1770_6",-80.7641333333333,-6.45961666666667
"1770_7",-80.8176333333333,-6.44203333333333
"1770_8",-80.8292833333333,-6.43873333333333
"1770_9",-80.8841833333333,-6.23998333333333
"1771_1",-80.0738833333333,-6.86273333333333
"1771_2",-80.1645666666667,-6.81593333333333
"1771_3",-80.3866333333333,-6.66738333333333
"1771_4",-80.5171666666667,-6.65593333333333
"1771_5",-80.6518833333333,-6.55813333333333
"1771_6",-80.7581,-6.51803333333333
"1771_7",-80.6864833333333,-6.53443333333333
"1771_8",-80.1554166666667,-6.69788333333333
"1772_1",-80.3205333333333,-6.92685
"1772_2",-80.5381,-6.91003333333333
"1772_3",-80.63545,-6.79335
"1772_4",-80.5728666666667,-6.53153333333333
"1772_5",-80.6256166666667,-6.4622
"1772_6",-80.7404666666667,-6.57165
"1772_7",-80.8598833333333,-6.86921666666667
"1772_8",-80.5555333333333,-7.22398333333333
"1772_9",-80.4014666666667,-7.1174
"1772_10",-80.26265,-7.01478333333333
"1773_1",-81.0222166666667,-6.14565
"1773_2",-80.9668833333333,-6.20013333333333
"1773_3",-81.0094333333333,-6.20161666666667
"1773_4",-81.0386333333333,-6.15526666666667
"1773_5",-81.0447166666667,-6.13573333333333
"1773_6",-81.1142666666667,-6.13205
"1773_7",-81.0792333333333,-6.1712
"1773_8",-81.0669666666667,-6.18521666666667
"1773_9",-81.0068333333333,-6.26118333333333
"1773_10",-80.9174,-6.25703333333333
"1774_1",-81.1163,-6.12031666666667
"1774_2",-81.1023666666667,-6.12726666666667
"1774_3",-81.1010833333333,-6.11476666666667
"1774_4",-81.1022333333333,-6.10566666666667
"1774_5",-81.0732,-6.13301666666667
"1774_6",-81.0746833333333,-6.13595
"1774_7",-80.96655,-6.21873333333333
"1774_8",-80.9420166666667,-6.23751666666667
"1775_1",-80.50035,-6.5906
"1775_2",-80.63615,-6.54338333333333
"1775_3",-80.7367166666667,-6.55186666666667
"1775_4",-80.681,-6.5201
"1775_5",-80.6597166666667,-6.50341666666667
"1775_6",-80.6636,-6.46818333333333
"1775_7",-80.72405,-6.46855
"1775_8",-80.4427333333333,-6.6842
"1776_1",-80.0926666666667,-7.1089
"1776_2",-80.0363333333333,-7.158
"1776_3",-80.2183833333333,-7.03548333333333
"1776_4",-80.8199166666667,-7.09003333333333
"1776_5",-80.6712166666667,-6.95198333333333
"1776_6",-80.67625,-6.94086666666667
"1777_1",-80.3385333333333,-6.70431666666667
"1777_2",-80.5345,-6.60985
"1777_3",-80.5769,-6.5983
"1778_1",-81.20565,-5.77225
"1778_2",-81.1015666666667,-6.0935
"1778_3",-80.9517833333333,-6.21916666666667
"1778_4",-80.6375666666667,-6.51495
"1778_5",-80.5588166666667,-6.4968
"1778_6",-80.4691,-6.49803333333333
"1778_7",-80.4254666666667,-6.72811666666667
"1778_8",-80.71535,-6.62391666666667
"1778_9",-80.7031833333333,-6.65901666666667
"1779_1",-80.701,-3.4
"1779_2",-80.7092166666667,-3.475
"1779_3",-80.8125,-3.51108333333333
"1779_4",-81.1605,-3.57336666666667
"1779_5",-81.1424666666667,-3.54566666666667
"1779_6",-80.81665,-3.58833333333333
"1780_1",-80.6870833333333,-3.45385
"1780_2",-80.7192,-3.41668333333333
"1780_3",-80.7166666666667,-3.38
"1780_4",-80.7221666666667,-3.36833333333333
"1780_5",-80.7503666666667,-3.38616666666667
"1781_1",-80.7289166666667,-3.39
"1781_2",-80.77015,-3.36697
"1781_3",-80.7071833333333,-3.4801
"1782_1",-80.7335333333333,-3.41
"1782_2",-80.8020333333333,-3.47666666666667
"1782_3",-80.7833333333333,-3.51435
"1782_4",-80.7511666666667,-3.47968333333333
"1782_5",-80.7473166666667,-3.48166666666667
"1783_1",-80.7187833333333,-3.41623333333333
"1783_2",-81.0155166666667,-3.64566666666667
"1784_1",-80.819,-3.56316666666667
"1784_2",-81.1018166666667,-3.57416666666667
"1784_3",-81.015,-3.63651666666667
"1785_1",-79.5002833333333,-8.30391666666667
"1785_2",-79.7648666666667,-8.59101666666667
"1785_3",-79.8586,-8.46003333333333
"1785_4",-79.7419666666667,-8.67321666666667
"1785_5",-79.75005,-8.42848333333333
"1785_6",-79.9506666666667,-7.96905
"1785_7",-79.8866666666667,-8.0255
"1785_8",-79.8505,-7.90895
"1785_9",-80.0166333333333,-7.88913333333333
"1785_10",NA,-7.85183333333333
"1786_1",-80.0628666666667,-9.35243333333333
"1786_2",-80.1289166666667,-9.45365
"1786_3",-80.2678166666667,-9.44523333333333
"1786_4",-80.31935,-9.37871666666667
"1786_5",-80.3192166666667,-9.33798333333333
"1786_6",-80.3394333333333,-9.27976666666667
"1787_1",-80.3371333333333,-9.24646666666667
"1787_2",-79.8870333333333,-9.61856666666667
"1787_3",-79.8027,-9.67896666666667
"1787_4",-79.9842833333333,-9.71228333333333
"1787_5",-79.7675833333333,-9.66271666666667
"1787_6",-79.7382833333333,-9.77981666666667
"1787_7",-80.0123,-9.58465
"1787_8",-79.6623333333333,-9.49865
"1787_9",-79.6081833333333,-9.5338
"1787_10",-79.6305333333333,-9.37021666666667
