"Lance.code","Km.day"
"414_1",0.586222295129773
"414_2",0.44143245115194
"414_3",0.641313065033535
"414_4",0.702054170312045
"414_5",0.600348133566638
"414_6",0.615886555847184
"414_7",0.254265091863517
"416_1",0.271694553805774
"416_2",0.30074365704287
"416_3",0.0393017279090115
"416_4",0.117905183727034
"416_5",0.030757874015748
"416_6",0.10252624671916
"418_1",0.0393017279090115
"418_2",0.138410433070866
"418_3",0.0341754155730534
"418_4",0.111411854768154
"418_5",0.0786034558180227
"418_6",0.138410433070866
"418_7",0.0290491032370954
"418_8",0.117905183727034
"418_9",0.0341754155730534
"418_10",0.0991087051618547
"418_11",0.0410104986876641
"418_12",0.138410433070866
"419_1",0.574659612860892
"419_2",0.596736931321086
"419_3",0.390898403324583
"419_4",0.472065015310587
"419_5",0.298693132108486
"420_1",0.193091097987752
"420_2",0.158915682414698
"421_1",0.200495771361914
"421_2",0.194420141926704
"423_1",0.295617344706912
"423_2",0.312705052493438
"423_3",0.297326115485564
"423_4",0.322957677165354
"423_5",0.240936679790026
"423_6",0.316122594050744
"424_1",0.432888597258677
"424_2",0.485860491396909
"424_3",0.309287510936133
"424_4",0.242645450568679
"425_1",0.401561132983377
"425_2",NA
"426_1",0.442913385826771
"426_2",0.442913385826771
"426_3",0.452755905511811
"426_4",0.388232720909885
"426_5",0.442913385826771
"426_6",0.303477690288714
"433_1",0.511349655511811
"433_2",0.490417213473317
"433_3",0.532282097550305
"434_1",0.41625656167979
"434_2",0.41625656167979
"434_3",0.423433398950131
"434_4",0.444963910761154
"434_5",0.543047353455818
"435_1",0.448552329396324
"435_2",0.448552329396324
"435_3",0.440862860892387
"435_4",0.430610236220472
"435_5",0.443426017060368
"435_6",0.469057578740157
"436_1",NA
"438_1",0.8015625
"438_2",0.951562500000002
"438_3",0.8859375
"438_4",0.778124999999998
"438_5",0.810937500000002
"439_1",0.922395833333336
"439_2",0.991145833333336
"439_3",0.9453125
"439_4",NA
"439_5",0.7390625
"440_1",0.890625
"440_2",0.770833333333331
"440_3",0.869791666666669
"440_4",0.802083333333331
"440_5",0.875
"441_1",0.782812500000002
"441_2",0.904687499999998
"441_3",0.8859375
"441_4",0.759375
"441_5",0.834374999999998
"441_6",0.553125
"442_1",0.6609375
"442_2",0.768750000000002
"442_3",0.768750000000002
"442_4",0.665624999999998
"442_5",0.759375
"442_6",0.853125000000002
"443_1",0.8015625
"443_2",0.853125000000002
"443_3",0.84375
"443_4",0.806249999999998
"443_5",0.867187500000002
"443_6",0.815625
"444_1",0.373055555555557
"444_2",0.389583333333333
"444_3",0.269166666666667
"446_1",0.422920767716535
"446_2",0.404978674540683
"446_3",0.492125984251968
"446_4",0.51006807742782
"446_5",0.448552329396324
"446_6",0.486999671916009
"446_7",0.494689140419946
"446_8",0.305015583989501
"447_1",0.215608899581998
"447_2",0.200116044522213
"447_3",0.200116044522213
"447_4",0.216899970836979
"447_5",0.214317828327015
"447_6",0.211735685817052
"447_7",0.205280329542141
"448_1",0.435736548556431
"448_2",0.492125984251968
"448_3",0.453678641732283
"448_4",0.479310203412072
"448_5",0.407541830708661
"450_1",0.302452427821522
"450_2",0.302452427821522
"450_3",0.298009623797025
"450_4",0.287073490813648
"450_5",0.311338035870516
"450_6",0.286048228346457
"450_7",0.129866579177603
"450_8",0.285364720034996
"451_1",0.277770183240983
"451_2",0.312040530523963
"451_3",0.294003505638184
"451_4",0.330077555409741
"451_5",0.257929455866629
"452_1",0.273403324584426
"452_2",0.297326115485564
"452_3",0.302794181977254
"452_4",0.27511209536308
"452_5",0.264859470691164
"452_6",0.277162620297464
"452_7",0.273745078740158
"452_8",0.145245516185477
"453_1",0.275966480752406
"453_2",0.328273852921163
"453_3",0.299414613103917
"453_4",0.248910943423739
"453_5",0.275966480752406
"453_6",0.232677621026538
"453_7",0.270555373286673
"453_8",0.238088728492272
"454_1",0.415231299212598
"454_2",0.430610236220472
"454_3",0.46136811023622
"454_4",0.430610236220472
"454_5",0.430610236220472
"454_6",0.430610236220472
"454_7",0.430610236220472
"454_8",0.46136811023622
"455_1",0.833025754593176
"455_2",0.777490704286966
"455_3",1.05183385279965
"455_4",1.09959399606299
"455_5",0.444280402449694
"456_1",0.695625
"456_2",0.800625
"456_3",0.7875
"456_4",0.695625
"456_5",0.65625
"457_1",NA
"457_2",0.397118328958879
"457_3",0.382764654418196
"457_4",0.368410979877514
"457_5",0.361234142607173
"457_6",0.375587817147855
"457_7",0.270327537182852
"458_1",NA
"459_1",0.832895888014
"459_2",0.669291338582677
"459_3",0.813648293963255
"459_4",0.669291338582677
"459_5",0.446194225721785
"461_1",0.355424321959755
"461_2",0.355424321959755
"461_3",0.41010498687664
"463_1",0.396434820647419
"463_2",NA
"463_3",0.359981044036163
"463_4",0.246062992125984
"464_1",0.396434820647419
"464_2",0.359981044036163
"464_3",0.355424321959755
"464_4",0.355424321959755
"464_5",0.382764654418197
"464_6",0.232392825896763
"465_1",0.302083333333332
"465_2",0.3125
"465_3",0.314583333333332
"466_1",NA
"466_2",NA
"466_3",NA
"466_4",NA
"467_1",NA
"467_2",NA
"467_3",NA
"467_4",NA
"467_5",NA
"468_1",0.0906407966365316
"468_2",0.334159618936521
"468_3",0.271504690385923
"468_4",0.309097647516282
"468_5",0.137868689446227
"468_6",0.380106566540295
"471_1",0.184547244094488
"471_2",0.184547244094488
"471_3",0.170193569553806
"471_4",0.228519612131817
"471_5",0.190926655001459
"471_6",0.194799868766404
"471_7",0.190926655001459
"471_8",0.225557742782152
"472_1",0.231937153689122
"472_2",0.21143190434529
"473_1",0.675
"473_2",0.7
"473_3",0.675
"473_4",0.675
"473_5",0.675
"474_1",0.219861840186643
"474_2",0.173155438903471
"474_3",0.179990522018081
"475_1",0.355424321959755
"475_2",0.369094488188976
"475_3",0.355424321959755
"475_4",0.382764654418197
"475_5",0.355424321959755
"475_6",0.300743657042869
"477_1",0.355993912219307
"477_2",0.449976305045203
"477_3",0.438584499854183
"477_4",0.330362350539516
"477_5",0.347450058326043
"477_6",0.592373869932923
"478_1",0.355424321959755
"478_2",0.396434820647419
"478_3",0.396434820647419
"478_4",0.341754155730533
"479_1",NA
"479_2",NA
"479_3",NA
"479_4",NA
"479_5",NA
"479_6",NA
"479_7",NA
"479_8",NA
"480_1",0.456127879848353
"480_2",0.473170020414113
"480_3",0.366907261592301
"480_4",0.463646471274425
"480_5",0.450113006707495
"480_6",0.418534922717994
"480_7",0.474673738699328
"480_8",0.441090696996209
"480_9",0.274679206765821
"481_1",0.363968175853018
"481_2",0.297326115485564
"481_3",0.285364720034996
"481_4",0.311679790026246
"481_5",0.317831364829396
"481_6",0.299034886264216
"482_1",NA
"482_2",NA
"482_3",NA
"482_4",NA
"482_5",NA
"482_6",NA
"483_1",0.328083989501312
"483_2",0.382764654418197
"483_3",0.314413823272091
"483_4",0.259733158355205
"483_5",0.20505249343832
"485_1",0.369664078448527
"485_2",0.370499477495868
"485_3",0.24978431515505
"485_4",0.325805628463109
"485_5",0.223469245163799
"485_6",0.208849761835326
"485_7",0.254796709439099
"486_1",0.336058253135024
"486_2",0.43573654855643
"486_3",0.375929571303587
"486_4",0.40440908428113
"486_5",0.2563156167979
"487_1",NA
"487_2",NA
"487_3",NA
"487_4",NA
"487_5",NA
"487_6",NA
"488_1",0.341754155730533
"488_2",0.314413823272091
"488_3",0.314413823272091
"488_4",0.341754155730533
"488_5",0.41010498687664
"488_6",0.287073490813648
"489_1",NA
"489_2",NA
"489_3",NA
"489_4",NA
"489_5",NA
"489_6",NA
"489_7",NA
"490_1",0.287073490813648
"490_2",0.301028452172644
"490_3",0.291060622630505
"490_4",0.29504775444736
"490_5",0.305015583989501
"490_6",0.352861165791776
"490_7",0.281092793088364
"491_1",0.341754155730533
"491_2",0.211887576552931
"491_3",0.369094488188976
"491_4",0.375929571303587
"491_5",0.464785651793525
"491_6",0.382764654418197
"492_1",NA
"492_2",NA
"492_3",NA
"492_4",NA
"492_5",NA
"492_6",NA
"493_1",0.30074365704287
"493_2",0.298655159424517
"493_3",0.309097647516282
"493_4",0.28194717847769
"493_5",0.271504690385923
"493_6",0.275681685622631
"493_7",0.307009149897929
"494_1",0.398637236317682
"494_2",0.356791338582678
"494_3",0.405244483328473
"494_4",0.383220326625839
"495_1",0.314413823272091
"495_2",0.378207932341789
"495_3",0.355424321959755
"495_4",0.259733158355205
"495_5",0.369094488188976
"495_6",0.341754155730533
"496_1",0.215305118110236
"496_2",0.310996281714785
"496_3",0.173440234033246
"496_4",0.299034886264217
"496_5",0.267137831729368
"496_6",0.293054188538932
"497_1",0.33264071157772
"497_2",0.359981044036163
"497_3",0.373651210265384
"497_4",0.355424321959755
"498_1",0.283086358996791
"498_2",0.177427365850102
"498_3",0.261157134004083
"498_4",0.289067056722075
"498_5",0.299034886264217
"498_6",0.309002715806358
"498_7",0.103665427238262
"499_1",0.369664078448527
"499_2",0.342513609409936
"499_3",0.338336614173228
"499_4",0.373841073685235
"499_5",0.3529560975017
"499_6",0.3529560975017
"499_7",0.357133092738408
"499_8",0.313274642752989
"500_1",0.417889387090501
"500_2",0.597405250558959
"500_3",0.476747047244095
"500_4",0.626834080635754
"500_5",0.51206164333625
"500_6",0.544433356420726
"500_7",0.229544874599008
"500_8",0.188344512491494
"500_9",0.503232994313211
"500_10",0.429660919121222
"501_1",0.369094488188976
"501_2",0.369094488188976
"501_3",0.364537766112568
"501_4",0.405548264800232
"501_5",0.369094488188976
"501_6",0.177712160979877
"502_1",0.433854166666667
"502_2",0.5578125
"502_3",0.663541666666668
"502_4",0.634375
"502_5",0.586979166666668
"502_6",0.56875
"502_7",0.525
"504_1",0.283086358996791
"504_2",0.307009149897928
"504_3",0.291060622630505
"504_4",0.310996281714785
"504_5",0.301028452172644
"505_1",0.389599737532808
"505_2",0.375929571303587
"505_3",0.364537766112568
"505_4",0.405548264800232
"505_5",0.41010498687664
"505_6",0.414661708953048
"506_1",0.233759842519685
"506_2",0.282972440944882
"506_3",0.332185039370078
"506_4",0.330134514435696
"506_5",0.344488188976378
"506_6",0.319881889763779
"506_7",0.34038713910761
"508_1",0.297736220472441
"508_2",0.326443569553806
"509_1",NA
"509_2",NA
"509_3",NA
"509_4",NA
"509_5",NA
"509_6",NA
"510_1",0.461140274132401
"510_2",0.209609215514727
"511_1",NA
"512_1",NA
"512_2",NA
"513_1",0.257929455866629
"513_2",0.284984993195296
"513_3",0.321059042966851
"513_4",0.30482572056965
"513_5",0.31636941649655
"513_6",0.302300537085643
"513_7",0.209229488675027
"514_1",0.303477690288713
"514_2",0.270669291338582
"514_3",0.30757874015748
"514_4",0.328083989501311
"514_5",0.332185039370078
"514_6",0.319881889763779
"514_7",0.293225065616798
"514_8",0.233759842519685
"515_1",0.270555373286673
"515_2",0.324666447944007
"515_3",0.352443466268105
"515_4",0.326470150432584
"515_5",0.328273852921163
"515_6",0.256125753378049
"515_7",0.284263512199863
"516_1",NA
"516_2",NA
"516_3",NA
"516_4",NA
"516_5",NA
"516_6",NA
"516_7",NA
"517_1",0.391878098571011
"517_2",0.348589238845144
"517_3",0.369094488188976
"517_4",0.382764654418197
"517_5",0.398713181685621
"517_6",0.505796150481189
"517_7",0.328083989501312
"518_1",0.314983413531642
"518_2",0.334919072615923
"518_3",0.350867599883348
"518_4",0.382764654418197
"518_5",0.310996281714785
"519_1",0.369094488188976
"520_1",0.369094488188976
"521_1",0.373651210265384
"521_2",0.419218431029453
"521_3",0.457950568678915
"521_4",0.414661708953048
"522_1",0.423775153105861
"522_2",0.437445319335083
"522_3",0.382764654418197
"522_4",0.375929571303587
"523_1",0.348589238845144
"523_2",0.414661708953048
"523_3",0.419218431029453
"523_4",0.387321376494605
"523_5",0.396434820647419
"523_6",0.357702682997957
"524_1",0.151078120443278
"524_2",0.34631087780694
"524_3",0.347609543598716
"524_4",0.29133402595509
"524_5",0.303454906678331
"524_6",0.290035360163313
"524_7",0.186142096821231
"525_1",0.349614501312336
"525_2",0.323299431321084
"525_3",0.327058727034121
"525_4",0.295104713473315
"525_5",0.31954013560805
"525_6",0.289465769903762
