Trip code,Lance #,mammal code,Lights,Animal code,Latitude,Longitude,Species,Condition,State,Length,Sex,Young - length,Young - sex,Use,Sample?,Photo #s,Comments,photo link,photo link 2
611,2,526,,rbh-1496,07'37.020,79'55.385,1,2,2,,1,,,6,TRUE,2,,TC 611-02- rbh1496a,TC611-02-rbh1496b
614,5,527,,noe-110,05'59.557,80'90.089,2,2,2,102.00,1,,,8,TRUE,Si,,TC614-05-noe110a,TC614-05-noe110b
616,2,528,,rbh-1499,09'59.020,78'53.109,3,2,2,187.00,1,,,1,TRUE,2,,TC616-02-rbh1499a,TC616-02-rbh1499b
616,3,529,,rbh-1500,10'03.294,78'49.453,1,2,2,229.00,1,,,1,TRUE,1,,TC616-03-rbh1500,
616,6,530,,rbh-1501,10'08.846,79'38.096,1,2,2,127.00,2,,,1,TRUE,1,,TC616-06-rbh1501,
616,8,531,,rbh-1502,09'44.975,79'48.869,1,2,2,193.00,2,,,8,FALSE,1,,TC616-08-rbh1502,
618,1,536,,rbh-1503,08'47.562,79'28.216,1,1,1,215.00,2,,,1,TRUE,si,,TC618-01-rbh1503,
618,1,537,,rbh-1504,08'49.644,79'34.023,1,1,1,224.00,2,,,1,TRUE,si,,TC618-01-rbh1504,
618,2,538,,rbh-1505,09'02.997,80'16.026,4,2,2,,1,,,6,TRUE,si,El delfin cayo en el pinger # 8,TC618-02-rbh1505,
618,3,539,,rbh-1506,09'01.747,80'19.796,1,2,2,145.00,2,,,1,FALSE,si,,TC618-03-rbh1506,
618,5,540,,rbh-1507,09'06.663,80'07.014,1,2,2,151.00,2,,,,TRUE,si,,TC618-05-rbh1507,
618,6,541,,rbh-1509,09'08.588,80'02.449,1,2,2,210.00,2,,,1,TRUE,si,,TC618-06-rbh1509,
620,3,542,,rbh-1510,10'04.714,79'56.328,3,2,2,193.00,1,,,1,TRUE,Si,,TC620-03- rbh1510,TC620-03-rbh1510 (2)
620,5,543,,rbh-1511,09'56.302,79'35.615,3,2,2,191.00,2,,,1,TRUE,si,,TC620-05-rbh1511,
620,5,544,,,09'56.302,79'35.165,3,2,2,114.00,2,,,1,FALSE,si,,TC620-05-chancho,
622,4,545,,fbr1512,08'32.823,79'37.306,3,2,2,192.00,1,,,1,TRUE,2,a la altura de pinger #10,TC622-04-rbh1512,TC622-04-rbh1512 (2)
623,5,546,,rbh-152,08'29.616,80'22.925,5,2,2,217.00,1,,,1,TRUE,si,Delfin de riso,TC623-05-rbh1513 a (Grampus griseus),TC623-05-rbh1513b (Grampus griseus)
623,8,547,,rbh-153,08'45.306,79'54.167,1,2,2,,2,,,1,TRUE,si,cayo cerca al pinger # 11,TC623-08-rbh1514,
624,3,548,,,07'40.610,80'43.172,1,2,2,,2,,,6,FALSE,si,No se tomo medidas ni muestras,TC624-3-D. capensis,
630,2,549,,fbr-1517,9'40.209,79'31.053,3,2,2,,1,,,6,TRUE,2,CERCA DEL PINGER 1,TC 630-2-fbr1517,TC 630-2-fbr1517 (2)
630,4,550,,fbr-1518,09'24.570,79'36.902,4,1,2,,1,,,5,TRUE,3,,TC 630-4-fbr1518,TC 630-4-fbr1518 (2)
633,1,552,,,,,,,,,,,,1,FALSE,,,,
633,2,551,,rbh-1519,09'49.913,79'23.510,4,2,2,124.00,1,,,1,TRUE,2,,TC633-2-rbh1519,TC633-2-rbh1519 (2)
639,2,553,,rbh-1521,09'40.950,79'17.887,1,2,2,174.00,1,,,6,FALSE,2,cerca al pinger num 10,TC639-2-rbh1521a,TC639-2-rbh1521b
640,3,554,,,09'16.526,79'40.713,4,1,2,,1,,,5,FALSE,1,,TC640-03-bufeo,
640,5,555,,rbh-1522,09'22.330,79'38.424,4,2,2,,2,,,6,TRUE,2,,TC640-05-rbh1522,TC640-05-rbh152b
643,5,556,,rbh-1523,07'17.261,80'40.979,9,2,2,,2,,,6,TRUE,3,,TC643-05-rbh1523a,TC643-05-rbh1523b
663,1,557,,,08'50.724,79'57.949,1,2,2,174.00,2,,,6,FALSE,2,,TC663-01-loco a,TC663-01-loco b
667,1,558,,,05'25.261,81'00.955,2,2,2,160.00,2,,,8,FALSE,2,,TC667-01-toninoA,TC667-01-toninoB
667,2,559,,,05'25.003,81'00.957,2,2,2,119.50,2,,,8,FALSE,1,,TC667-02-tonino,
672,1,560,,,04'01.689,81'08.569,5,1,5,,,,,,FALSE,,ballena observada durante el recojo 8:58 am,,
674,2,561,,rbh1526,08'19.183,79'46.516,1,2,2,195.00,1,,,1,TRUE,2,cayo cerca a pinger #3,TC674-02-rbh1526,TC674-02-rbh1526 (2)
674,2,562,,rbh1527,08'19.183,79'46.546,1,2,2,197.00,2,,,1,TRUE,2,cayo cerca a pinger #1,TC674-02-rbh1527,TC674-02-rbh1527(2)
728,1,563,,rbh-1529,09'26.203,79'30.142,3,2,2,146.00,2,,,1,TRUE,2,,TC728-01-rbh1529a,TC728-01-rbh1529b
728,3,564,,rbh-1530,09'34.061,79'31.533,3,2,2,,2,,,6,TRUE,1,,TC728-03-rbh1530,
728,3,565,,rbh-1531,09'34.061,79'31.533,3,2,2,177.00,1,,,1,TRUE,2,,TC728-03-rbh1531a,TC728-03-rbh1531b
728,11,566,,rbh-1532,08'17.066,79'19.140,2,2,2,152.00,2,,,8,TRUE,1,,TC728-11-rbh1532,
750,6,567,,rbh1533,08'28.560,79'54.585,1,2,2,197.00,2,,,6,TRUE,2,Cerca pingers #5,Database pictures\Marine mammals\TC750-06-rbh1533a.JPG,Database pictures\Marine mammals\TC750-06-rbh1533b.JPG
750,7,568,,rbh1354,8'37.526,79'50.525,1,2,2,,2,,,6,TRUE,,,Database pictures\Marine mammals\TC750-07-rbh1534a.JPG,Database pictures\Marine mammals\TC750-07-rbh1534b.JPG
790,2,569,,rbh1537,09'52.615,79'23.815,4,2,2,,2,,,6,TRUE,2,Cerca de pingers #12,Database pictures\Marine mammals\TC790-02-rbh1537.JPG,
790,5,570,,rbh1538,09'31.448,79'48.656,4,2,2,175.00,1,,,6,TRUE,,,Database pictures\Marine mammals\TC790-05-rbh1538.JPG,
813,5,571,,rbh1542,09'06.224,79'14.847,3,2,2,,1,,,6,TRUE,,,Database pictures\Marine mammals\TC813-05-rbh1542.JPG,
813,6,572,,rbh1543,08'56.908,79'34.416,4,2,2,150.00,1,,,1,TRUE,,,Database pictures\Marine mammals\TC813-06-rbh1543.JPG,
813,6,573,,rbh1544,08'56.908,79'34.416,4,2,2,156.00,1,,,1,TRUE,,,Database pictures\Marine mammals\TC813-06-rbh1544.JPG,
832,2,574,,rbh1545,09'55.633,79'22.195,4,2,2,170.00,1,,,1,TRUE,,,Database pictures\Marine mammals\TC832-02-rbh1545.JPG,
832,3,575,,rbh1546,10'00.532,79'18.360,1,2,2,116.00,2,,,1,TRUE,,,Database pictures\Marine mammals\TC832-03-rbh1546.JPG,
832,7,576,,rbh1547,10'04.785,79'03.215,4,2,2,,1,,,6,TRUE,,,,
833,1,577,,rbh1549,08'37.905,79'54.195,4,2,2,,1,,,6,TRUE,,Red de fondo,Database pictures\Marine mammals\TC833-01-rbh1549.JPG,
833,1,578,,rbh1550,08'37.905,79'54.194,4,2,2,,1,,,6,TRUE,,,Database pictures\Marine mammals\TC833-01-rbh1550.JPG,
833,2,581,,rbh1551,08'33.816,79'57.875,4,2,2,187.00,2,,,1,TRUE,,,Database pictures\Marine mammals\TC833-02-rbh1551.JPG,
833,6,583,,rbh1553,08'45.781,80'09.383,1,2,2,138.00,2,,,1,TRUE,,,Database pictures\Marine mammals\TC833-6-rbh1553.JPG,
833,7,582,,,,,,,,,,,,,FALSE,,,,
851,3,584,,rbh1556,08'08.830,79'08.102,2,2,2,137.00,1,,,4,FALSE,,,Database pictures\Marine mammals\TC851-L3-rbh1556.JPG,
851,3,585,,rbh1557,08'08.830,79'09.102,2,2,2,166.00,1,,,4,FALSE,,,Database pictures\Marine mammals\TC851-L3-rbh1557.JPG,
851,6,586,,,07'54.510,79'25.409,2,2,2,157.00,2,,,4,FALSE,,,Database pictures\Marine mammals\TC851-L3-rbh1558.JPG,
851,6,587,,,07'54.510,79'25.409,2,2,2,155.00,2,,,4,FALSE,,,,
1010,4,588,,rbh-1560,08'49.940,79'13.077,3,2,2,,1,,,6,FALSE,,,Database pictures\Marine mammals\TC835-L4-rbh-1560.JPG,
1010,4,589,,rbh-1561,08'49.940,79'13.077,2,2,2,,1,,,6,FALSE,,,Database pictures\Marine mammals\TC835-L4-rbh-1561.JPG,
1010,5,590,,rbh-1562,08'41.103,79'28.695,3,2,2,191.00,2,,,4,FALSE,,,Database pictures\Marine mammals\TC835-L5-rbh-1562.JPG,
1042,1,591,,rbh1563,08'07.069,79'30.680,2,2,2,149.00,2,,,1,FALSE,,,Database pictures\Marine mammals\TC1042-L1-rbh1563 A.JPG,Database pictures\Marine mammals\TC1042-L1-rbh1563 B.JPG
1042,3,592,,rbh-1564,08'01.984,79'43.671,3,2,2,181.00,2,,,1,FALSE,,,Database pictures\Marine mammals\TC1042-L3-rbh1564 A.JPG,Database pictures\Marine mammals\TC1042-L3-rbh1564 B.JPG
1042,3,593,,rbh-1565,08'01.984,79'43.671,3,2,2,189.00,2,,,1,FALSE,,,Database pictures\Marine mammals\TC1042-L3-rbh1565 A.JPG,Database pictures\Marine mammals\TC1042-L3-rbh1565 B.JPG
1042,4,594,,rbh-1566,07'55.012,79'53.978,3,2,2,190.00,2,,,1,FALSE,,cerca al pinger numero 7,Database pictures\Marine mammals\TC1042-L4-rbh1566.JPG,
1054,2,596,,,05'400.832,80'55.730,5,1,5,,,,,,FALSE,,Se avisto una ballena joroba a 700 m aprox del punto marcado. Vista a 1:51 pm en direccion norte a sur.,,
1054,3,595,,,05'40.914,80'56.144,8,2,2,150.00,2,,,6,FALSE,,"la medida es una aprox, no se pudo medir porque no se subio al bote era muy pesada.",Database pictures\Observers pics\TC1054-3- lobo.JPG,
1070,1,597,,rbh-1568,08'32.751,79'46.410,3,2,2,186.00,1,,,1,FALSE,,,Database pictures\Marine mammals\TC1070-01-rbh1568.JPG,
1070,1,598,,rbh-1569,08'32.751,79'46.410,3,2,2,188.00,2,,,1,FALSE,,,,
1070,6,599,,rbh-1570,08'23.870,79'59.294,1,2,2,152.00,1,,1,1,FALSE,,,Database pictures\Marine mammals\TC1070-06-rbh1570.JPG,
1070,6,600,,rbh-1571,08'23.870,79'59.294,1,2,2,,,,1,1,FALSE,,,Database pictures\Marine mammals\TC1070-06-rbh1571.JPG,
1070,8,601,,,08'46.767,79'42.907,3,2,2,,,,1,1,FALSE,,,Database pictures\Marine mammals\TC1070-08.JPG,Database pictures\Marine mammals\TC1070-08 (2).JPG
1085,1,602,,rbh-1573,08'50.224,79'45.402,3,2,2,184.00,1,,,1,FALSE,,,Database pictures\Marine mammals\TC1085-01-rbh1573a.JPG,
1085,3,603,,rbh-1574,08'45.685,79'45.454,3,2,2,196.00,1,,,1,FALSE,,,Database pictures\Marine mammals\TC1085-03-rbh1574a.JPG,
1085,4,604,,rbh1575,08'40.619,79'37.215,3,2,2,175.00,1,,,,FALSE,,,Database pictures\Marine mammals\TC1085-04-rbh1575.JPG,
1090,4,605,,,06'24.647,80'34.595,2,2,2,92.16,1,,,1,FALSE,,Fotos de la 5245 hasta 5249.,,
1090,5,606,,,06'24.430,80'35.413,2,2,2,144.50,1,,,6,FALSE,,Fotos desde la 5257 hasta la 5260.,,
1090,5,607,,,06'24.430,80'35.413,2,2,2,,,,,6,FALSE,,,,
1090,7,608,,,06'25.102,80'43.714,2,2,2,160.00,2,,,1,FALSE,,Fotos 5350 y 5351.,,
1090,8,609,,,06'27.349,80'48.573,8,2,2,85.80,2,,,1,FALSE,,Fotos 5363 y 5377.,,
1090,9,610,,,06'45.783,80'82.410,8,2,2,,2,,,6,FALSE,,,,
1090,9,611,,,06'45.783,80'82.410,8,2,2,,2,,,6,FALSE,,,,
1090,9,612,,,06'45.783,80'82.410,8,2,2,,2,,,6,FALSE,,,,
1090,9,613,,,06'45.783,80'82.410,8,2,2,,2,,,6,FALSE,,,,
1100,3,614,,,08'47.698,80'28.201,4,2,2,254.00,2,,,1,FALSE,,,Database pictures\Marine mammals\TC1100 -L3 - bufeo.JPG,Database pictures\Marine mammals\TC1100-L3-bufeo2.JPG
1100,5,615,,rbh-1576,09'06.900,79'43.838,3,2,2,202.00,2,,,1,FALSE,,,Database pictures\Marine mammals\TC1100-L5-rbh1576b.JPG,Database pictures\Marine mammals\TC1100-L5-rbh1576a.JPG
1100,7,616,,rbh-1577,09'01.802,79'44.966,3,2,1,196.00,2,,,1,FALSE,,,Database pictures\Marine mammals\TC1100-L7-rbh-1577a.JPG,Database pictures\Marine mammals\TC1100-L7-rbh-1577b.JPG
1112,1,617,,,05'39.402,80'52.632,8,1,2,1.70,,,,5,FALSE,1,,TC1112-01-lobo,
1120,3,618,,FVR-001,07'00.761,80'26.085,1,2,2,173.50,1,,,1,TRUE,6209 - 6213 y 0029 - 0033,Para carnada en redes (1) y para comer en el bote (3).,,
1120,5,619,,FvR-004,07'14.993,79'92.415,1,2,2,206.00,1,,,6,FALSE,6354 - 6363,,,
1120,6,620,,FVR-007,07'13.326,79'82.448,1,2,2,170.00,1,,,6,FALSE,,,,
1120,6,621,,FvR-008,07'13.326,79'82.448,1,2,2,200.00,1,,,6,FALSE,,,,
1120,6,622,,FvR-009,07'13.326,79'82.448,1,2,2,165.00,1,,,6,TRUE,6374-6380,,,
1135,4,623,S,rbh1579,08'05.520,79'37.084,1,2,2,168.00,2,,,6,FALSE,,juvenil.,Z:\Observer Database\Database pictures\Marine mammals\TC1135-04-rbh1579a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1135-04-rbh1579b.JPG
1140,5,624,,FBR 3363,06'27.544,80'49.239,8,2,2,150.00,2,,,6,FALSE,,,,
1140,5,625,,FBR 3364,06'27.544,80'49.239,8,2,2,150.00,2,,,6,FALSE,,,,
1140,5,626,,FBR 3365,06'27.544,80'49.239,8,2,2,150.00,2,,,6,FALSE,,,,
1140,6,627,,3377,06'26.478,80'46.944,8,2,2,150.00,2,,,6,FALSE,,,,
1146,1,631,S,rbh 1579,08'17.424,79'33.261,1,2,2,,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1146-L1-rbh 1579a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1146-L1-rbh1579b.JPG
1146,1,632,S,rbh 1580,08'17.424,79'33.261,1,2,2,,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1146-L1-rbh1580a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1146-L1-rbh1580b.JPG
1146,7,629,,,,,,,,,,,,,FALSE,,,,
1146,7,630,,,,,,,,,,,,,FALSE,,,,
1148,1,633,S,rbh1581,09' 09.498,78'50.503,3,2,2,185.00,2,,,1,TRUE,2,,Z:\Observer Database\Database pictures\Marine mammals\TC1148-01-rbh1581.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1148-01-rbh1581(2).JPG
1153,1,634,,,06'49.299,80'14.602,1,2,2,176.30,1,183.40,1,6,FALSE,,,,
1153,1,635,,,06'49.299,80'74.602,1,2,2,168.80,2,,,6,FALSE,,,,
1153,2,636,,,06'48.523,80'12.063,1,2,2,183.40,1,,,6,FALSE,,,,
1153,3,637,,,06'52.465,80'07.972,1,2,2,164.80,1,,,6,FALSE,,,,
1153,3,638,,,06'52.465,80'07.472,1,2,2,181.20,2,,,6,FALSE,,,,
1155,2,639,,fbr 3381,6.57227,80.27949,3,2,2,160.00,1,,,6,FALSE,,,,
1155,2,640,,,6.57227,80.27949,3,2,2,157.50,2,,,3,TRUE,,Muestra de Piel,,
1155,5,641,,fbr 3382,6.64628,80.17659,3,2,2,161.10,1,,,8,TRUE,,"Muestra de Piel, Tambien comieron en el bote",,
1156,3,642,S,rbh1587,08'39.109,79'34.505,1,2,2,243.00,1,,,1,FALSE,,,,
1157,3,643,S,rbh1583,08'18.027,80'19.359,1,2,2,158.00,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1157-03-rbh1583a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1157-03-rbh1583b.JPG
1157,4,644,S,rbh1584,08'23.016,80'20.316,1,2,2,128.00,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1157-L4-rbh1584a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1157-L4-rbh1584b.JPG
1157,5,645,S,rbbh1585,08'24.076,80'21.363,1,2,2,131.00,1,,,1,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1158-L5-rbh1585a.JPG,
1157,8,646,S,rbh1586,09'07.882,80'07.469,1,2,2,161.00,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1157-L8-rbh1586b.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1157-L8-rbh1586b.JPG
1161,6,650,S,,,,,,,,,,,,FALSE,,,,
1161,8,647,S,rbh1587,08'57.717,80'16.315,1,2,2,157.00,2,,,1,TRUE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1161-09-rbh1587a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1161-09-rbh1587b.JPG
1161,8,648,S,,,,,,,,,,,,FALSE,,,,
1161,10,649,S,rbh1588,08'29.640,80'12.633,1,2,2,174.00,2,,,1,TRUE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1161-10-rbh1588a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1161-10-rbh1588b.JPG
1164,2,651,S,rbh1590,09'18.378,79'45.428,1,2,2,154.00,2,,,6,TRUE,,,Database pictures\Marine mammals\TC1564 - 02-rbh1590.JPG,
1164,3,652,S,rbh1591,09'20.751,79'41.624,1,2,2,,1,,,6,TRUE,,,Database pictures\Marine mammals\TC1564 -3-rbh1591.JPG,
1165,1,655,,,06'37.428,80'16.983,5,2,2,154.90,1,,,6,FALSE,,marsopa espinosa,,
1165,1,656,,,06'37.428,80'16.983,5,2,2,150.10,1,,,6,FALSE,,marsopa espinosa,,
1165,1,657,,,06'37.428,80'16.983,5,2,2,153.10,2,,,6,FALSE,,,,
1165,2,658,,,06'35.156,80'32.679,5,2,2,143.40,1,,,6,FALSE,,marsopa espinosa,,
1165,2,659,,,06'35.156,80'32.679,5,2,2,148.60,2,,,6,FALSE,,marsopa espinosa,,
1165,2,660,,,06'35.156,80'32.679,5,2,2,150.30,2,,,6,FALSE,,marsopa espinosa,,
1165,2,661,,,06'35.156,80'32.679,5,2,2,121.60,2,,,8,FALSE,,marsopa espinosa,,
1165,4,653,,,06'29.613,80'44.025,8,1,2,,1,,,,FALSE,,,,
1165,6,654,,,06'45.413,80'22.287,8,2,2,142.30,2,,,4,FALSE,,,,
1166,7,662,,,06'25.816,80'49.249,8,2,2,145.30,2,,,5,FALSE,,,,
1166,7,663,,,06'25.816,80'49.249,8,2,2,149.10,2,,,,FALSE,,,,
1170,2,666,,,,,6,,,,,,,,FALSE,,delfin,,
1170,5,667,,,,,6,,,,,,,,FALSE,,marsopa,,
1171,1,668,,,06'86.885,80'49.298,5,1,5,,,,,,FALSE,,"ballena jorobada,estado: vivo nadando",,
1171,1,669,,,06'86.885,80'49. 298,5,1,5,,,,,,FALSE,,"ballena jorobada,estado: vivo nadando",,
1171,1,670,,,06'86.885,80'49.298,5,1,5,,,,,,FALSE,,"ballena jorobada,estado: vivo nadando",,
1172,7,671,S,rh1593,07'36.597,79'52.869,1,2,2,,1,,,6,TRUE,3,,,
1173,1,675,,,,,,,,,,,,,FALSE,,,,
1173,2,673,,,,,8,2,,,,,,,TRUE,,,Database pictures\Marine mammals\TC1176-02.JPG,
1173,3,676,,,12'11.000,78'04.000,1,,,,,,,,FALSE,,,,
1173,4,672,,cam043,,,3,2,,,,,,,TRUE,,No hay foto.,,
1173,5,674,,cam044,,,1,2,2,,,,,,TRUE,1,,Database pictures\Marine mammals\TC1173-O5-cam044.JPG,
1175,2,677,,,06'54.956,80'08.063,3,2,2,153.20,1,,,6,FALSE,1,,Z:\Observer Database\Database pictures\Marine mammals\TC1175-L2-Maropa espinosa.JPG,
1175,4,678,,,07'02.416,79'52.075,3,2,2,121.00,1,,,,FALSE,,"una ballena se enredo pero rompio la red y se libero, pero dejo muestra de pielen las redes.",,
1175,4,680,,fbr3419,,,5,1,2,,,,,,TRUE,,ballena jorobada,,
1175,7,679,,,07'08.258,79'53.012,8,2,2,121.60,2,,,6,FALSE,,,,
1178,1,681,S,rbh1594,08'05.093,79'13.398,2,2,2,154.00,2,,,,TRUE,,no colocaron el uso.,Z:\Observer Database\Database pictures\Marine mammals\TC1178 -L1 - rbh1594.JPG,
1180,2,682,S,,06'32.425,80'42.831,8,2,2,132.60,1,,,6,FALSE,,Lobo chusco,Z:\Observer Database\Database pictures\Marine mammals\TC1180-2-Lobo chusco.jpeg,
1180,3,683,S,,06'30.650,80'45.642,8,2,2,138.30,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1180-3-Lobo chusco.jpeg,
1180,3,684,S,,06'30.530,80'45.612,8,2,2,136.80,2,,,6,FALSE,,,,
1180,3,685,S,,06'30.452,80'46.721,8,2,2,139.30,2,,,6,FALSE,,,,
1180,3,686,S,,06'30.313,80'46.743,8,2,2,126.10,2,,,6,FALSE,,,,
1180,4,687,,,06'30.952,80'47.821,8,2,2,109.90,2,,,6,FALSE,,,,
1182,4,688,S,,06'34.321,80'26.562,8,2,2,132.00,1,,,6,FALSE,2,chusco,Z:\Observer Database\Database pictures\Marine mammals\TC1182-L4-lobo.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1182-L4-lobo(b).JPG
1183,7,690,S,,,,8,2,2,,,,,6,FALSE,,,,
1183,8,689,S,,07°35',79°47',8,2,2,,,,,6,FALSE,,,,
1184,4,691,S,EBH01,08'17.725,79'31.743,3,2,2,206.00,2,,,6,TRUE,,,,
1184,5,692,S,EBH02,08'05.433,79'27.630,2,2,2,188.00,1,,,8,TRUE,,,,
1185,3,693,S,,07'46.102,80'00.687,3,2,2,178.00,1,,,1,TRUE,,,,
1185,3,694,S,,07'46.102,80'00.687,3,2,2,157.00,2,,,1,TRUE,,,,
1187,2,695,S,rbh1597,08'46.638,80'14.424,1,2,2,151.00,1,,,1,TRUE,,,Database pictures\Marine mammals\TC1187-02-rbh1597a.JPG,Database pictures\Marine mammals\TC1187-02-rbh1597b.JPG
1187,5,696,S,rbh1599,08'53.992,80'09.918,3,2,2,191.00,2,,,1,TRUE,,,Database pictures\Marine mammals\TC1187-05-rbh1599.JPG,
1188,2,697,S,,08'23.810,79'19.280,8,2,2,,2,,,6,FALSE,,,Database pictures\Marine mammals\TC1188-02.JPG,
1188,5,698,S,,08'35.008,79'14.820,3,2,2,192.00,1,,,4,FALSE,,,Database pictures\Marine mammals\TC1188-05.JPG,
1188,7,699,S,,08'30.185,79'31.530,8,1,2,,2,,,5,FALSE,,,Database pictures\Marine mammals\TC1188-08.JPG,
1189,1,700,S,1,,,1,2,2,167.60,2,,,6,FALSE,,,,
1189,1,701,S,2,,,10,2,2,158.30,1,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L1-Lobo chusco1.JPG,
1189,1,702,S,3,,,10,1,2,146.40,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L1-Lobo chusco2.JPG,
1189,1,703,S,4,,,10,2,2,156.70,,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC189-L1-Lobo chusco3.JPG,
1189,1,704,S,5,,,10,2,2,139.30,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L1-Lobo chusco4.JPG,
1189,2,705,S,1,,,10,2,2,158.60,1,,,,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L2-Lobo chusco1.JPG,
1189,2,706,S,2,,,10,1,2,163.10,1,,,,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L2-Lobo chuco2.JPG,
1189,2,707,S,3,,,10,1,2,,,,,,FALSE,,se escapo de la red,,
1189,2,760,S,,,,1,2,2,167.60,2,,,6,FALSE,1,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L2-Loco.JPG,
1189,4,708,S,1,,,1,2,2,157.80,2,,,1,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L4-Loco1.JPG,
1189,4,709,S,2,,,1,2,2,155.30,2,,,1,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1189-L4-Loco2.JPG,
1190,5,710,S,fbr0,,,2,2,2,166.00,2,,,3,TRUE,3,,Z:\Observer Database\Database pictures\Marine mammals\TC1190-L5-nap061a.JPG,Z:\Observer Database\Database pictures\Marine mammals\TC1190-L5-nap061b.JPG
1191,2,711,S,,,,5,2,2,138.30,2,,,6,FALSE,,marsopa,,
1191,2,712,S,,,,10,1,2,94.30,2,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1191-L2-Lobo chusco1.JPG,
1191,2,713,S,,,,10,1,2,97.80,2,,,6,FALSE,,,,
1191,2,714,S,,,,10,2,2,91.30,2,,,6,FALSE,,,,
1191,2,715,S,,,,10,2,2,89.60,1,,,6,FALSE,,,,
1191,2,716,S,,,,10,1,2,103.20,2,,,6,FALSE,,,,
1191,2,717,S,,,,10,2,2,99.80,2,,,6,FALSE,,,,
1191,2,718,S,,,,10,2,2,115.30,1,,,6,FALSE,,,,
1191,2,719,S,,,,10,1,2,110.80,2,,,6,FALSE,,,,
1191,3,761,S,,,,,,,,,,,,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1191-L2-Lobo chusco2.JPG,
1191,5,720,S,,,,10,2,2,94.20,1,,,6,FALSE,,,,
1191,5,721,S,,,,10,2,2,,,,,6,FALSE,,,,
1191,5,722,S,,,,10,2,2,,,,,6,FALSE,,,,
1191,6,723,S,,,,10,2,2,104.30,1,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1191-L6-Lobo chusco.JPG,
1191,7,724,S,,,,10,2,2,,,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1191-L7-Lobo chusco1.JPG,
1191,7,725,S,,,,10,2,2,,,,,6,FALSE,,,,
1192,1,726,C,,,,10,2,2,145.20,2,,,6,FALSE,,,,
1192,2,727,C,,,,2,2,2,110.20,1,,,3,FALSE,,,,
1192,4,728,S,,,,2,2,2,109.60,1,,,1,FALSE,,,,
1192,5,729,C,,,,10,1,2,162.00,1,,,6,FALSE,,,,
1192,6,730,S,,,,10,1,2,168.60,1,,,6,FALSE,,,,
1192,6,731,S,,,,10,2,,,1,,,6,FALSE,,,,
1192,7,732,S,,,,10,2,2,,,,,6,FALSE,,,,
1192,7,733,S,,,,10,2,2,,,,,6,FALSE,,,,
1192,7,734,S,,,,10,2,2,,,,,6,FALSE,,,,
1192,8,735,S,,,,10,2,2,157.30,2,,,6,FALSE,,,,
1192,8,736,S,,,,10,2,2,,,,,6,FALSE,,,,
1192,8,737,S,,,,10,2,2,,,,,6,FALSE,,,,
1192,9,738,S,,,,10,2,2,168.60,1,,1,6,FALSE,,,,
1192,9,739,S,,,,10,2,2,,,163.40,2,6,FALSE,,,,
1193,1,740,C,1,,,8,2,2,171.00,1,,,6,FALSE,,,Z:\Observer Database\Database pictures\Marine mammals\TC1193-L1-Lobo chusco.jpg,
1194,6,741,S,,,,10,1,2,,,,,5,FALSE,,,,
1195,1,742,S,,,,8,2,2,,,,,,FALSE,,,,
1196,1,743,S,,,,8,2,2,,1,,,6,FALSE,,no se le pudo subir a la embarcacion,,
1196,1,744,S,,,,8,2,2,,1,,,6,FALSE,,no se le pudo subir a la embarcacion,,
