"Lance.code","Date","Lat.I","Lon.I","Lat.F","Lon.F","MY","Year"
"1_1",2004-02-27,-22.9892333333333,-71.3097,-22.8720333333333,-71.4733,2004-02-01,2004
"1_2",2004-02-28,-23.0414833333333,-71.5207166666667,-22.859,-71.6535166666667,2004-02-01,2004
"1_3",2004-02-29,-23.0681833333333,-71.7256666666667,-22.5392833333333,-71.8554333333333,2004-02-01,2004
"1_4",2004-03-01,-22.6356,-71.7739333333333,-22.8000833333333,-71.8571833333333,2004-03-01,2004
"1_5",2004-03-02,-23.3254,-71.1249333333333,-23.2062,-71.2258333333333,2004-03-01,2004
"1_6",2004-03-03,-23.5902833333333,-71.0060333333333,-23.4500666666667,-71.1184,2004-03-01,2004
"2_1",2004-02-11,-17.0902833333333,-73.5152333333333,-17.0598333333333,-73.5586333333333,2004-02-01,2004
"2_2",2004-02-12,-17.4618,-74.4345166666667,-17.3049,-74.5949333333333,2004-02-01,2004
"2_3",2004-02-13,-17.41135,-74.7873833333333,-17.2615666666667,-74.9573333333333,2004-02-01,2004
"2_4",2004-02-14,-17.2903333333333,-74.94505,-17.1402,-75.1071833333333,2004-02-01,2004
"2_5",2004-02-15,-17.0926666666667,-75.2785166666667,-17.94085,-75.4400666666667,2004-02-01,2004
"2_6",2004-02-20,-16.4231333333333,-74.94135,-16.4612833333333,-75.1113833333333,2004-02-01,2004
"2_7",2004-02-21,-17.3436,-74.7163666666667,-17.2911833333333,-74.81445,2004-02-01,2004
"2_8",2004-02-22,-17.3507,-74.9459166666667,-17.20315,-75.0924333333333,2004-02-01,2004
"3_1",2004-01-13,-18.1082166666667,-72.4139833333333,-18.0350333333333,-72.51215,2004-01-01,2004
"3_2",2004-01-14,-18.3323833333333,-72.7019666666667,-18.2759833333333,-72.80005,2004-01-01,2004
"3_3",2004-01-14,-18.3065666666667,-72.8215833333333,-18.2393833333333,-72.9115833333333,2004-01-01,2004
"3_4",2004-01-15,-18.2926,-72.8959833333333,-18.2559833333333,-72.97525,2004-01-01,2004
"3_5",2004-01-16,-18.0205333333333,-72.3550166666667,-17.6324166666667,-72.4401166666667,2004-01-01,2004
"3_6",2004-01-16,-18.0166833333333,-72.3491,-17.9464,-72.44105,2004-01-01,2004
"3_7",2004-01-17,-18.09165,-72.4705166666667,-18.00065,-72.5334833333333,2004-01-01,2004
"3_8",2004-01-17,-18.0175666666667,-72.3724,-17.9501,-72.4581166666667,2004-01-01,2004
"3_9",2004-01-18,-18.0272833333333,-72.4334666666667,-17.9553666666667,-72.4891333333333,2004-01-01,2004
"3_10",2004-01-18,-17.98965,-72.3583833333333,-17.9197666666667,-72.4119333333333,2004-01-01,2004
"3_11",2004-01-19,-17.9551333333333,-72.3504166666667,-17.9551333333333,-72.4396,2004-01-01,2004
"3_12",2004-01-19,-18.0015,-72.2684166666667,-17.93695,-72.3509166666667,2004-01-01,2004
"3_13",2004-01-20,-18.3112333333333,-72.2627666666667,-18.2339833333333,-72.3390166666667,2004-01-01,2004
"3_14",2004-01-20,-18.13105,-72.15675,-18.0555166666667,-72.2459,2004-01-01,2004
"4_1",2004-03-20,-23.8224666666667,-72.1586333333333,-23.7263166666667,-72.2236333333333,2004-03-01,2004
"4_2",2004-03-20,-23.8224666666667,-72.1586333333333,-23.7263166666667,-72.2246833333333,2004-03-01,2004
"4_3",2004-03-23,-23.0858166666667,-72.5706,-22.87405,-72.6904833333333,2004-03-01,2004
"4_4",2004-03-25,-22.1193833333333,-73.7684333333333,-21.8904333333333,-73.9208333333333,2004-03-01,2004
"4_5",2004-03-26,-22.0761166666667,-73.9016,-21.8407666666667,-74.0532833333333,2004-03-01,2004
"4_6",2004-03-27,-21.9189166666667,-73.9763166666667,-21.68865,-74.1211666666667,2004-03-01,2004
"4_7",2004-03-28,-21.5730333333333,-73.9927833333333,-21.3335666666667,-74.1209833333333,2004-03-01,2004
"4_8",2004-03-29,-21.1699,-73.97265,-20.9567166666667,-74.1555333333333,2004-03-01,2004
"5_1",2004-04-19,-24.4932666666667,-72.8028333333333,-24.25945,-72.9581666666667,2004-04-01,2004
"5_2",2004-04-20,-24.60705,-72.9880333333333,-24.3563166666667,-73.1193666666667,2004-04-01,2004
"5_3",2004-04-21,-24.6761333333333,-73.1087833333333,-24.4093666666667,-73.23725,2004-04-01,2004
"5_4",2004-04-22,-24.7719,-73.2228833333333,-24.5220333333333,-73.3853833333333,2004-04-01,2004
"5_5",2004-04-23,-24.807,-73.1073833333333,-24.5716333333333,-73.217,2004-04-01,2004
"5_6",2004-04-24,-24.8368,-73.5704166666667,-24.5395,-73.7065333333333,2004-04-01,2004
"5_7",2004-04-25,-24.8037666666667,-73.8034666666667,-24.5395,-73.9500833333333,2004-04-01,2004
"5_8",2004-04-27,-21.8224166666667,-74.0084833333333,-21.55985,-74.1382833333333,2004-04-01,2004
"6_1",2004-01-08,-17.4261166666667,-73.1585333333333,-17.4545833333333,-73.2624833333333,2004-01-01,2004
"6_2",2004-01-08,-17.4238333333333,-73.17255,-17.3501333333333,-73.2710666666667,2004-01-01,2004
"6_3",2004-01-09,-17.4304666666667,-78.1559,-17.3672833333333,-73.2493833333333,2004-01-01,2004
"6_4",2004-01-10,-18.5202,-72.9156833333333,-18.4370833333333,-72.9712333333333,2004-01-01,2004
"6_5",2004-01-10,-18.52445,-72.8718666666667,-18.4066666666667,-72.8586166666667,2004-01-01,2004
"6_6",2004-01-11,-18.3278333333333,-72.7912666666667,-18.2670833333333,-72.8859333333333,2004-01-01,2004
"6_7",2004-01-11,-18.3577833333333,-72.8028833333333,-18.289,-72.88125,2004-01-01,2004
"6_8",2004-01-12,-18.3417833333333,-72.8222,-18.2889333333333,-72.9238333333333,2004-01-01,2004
"6_9",2004-01-12,-18.3417666666667,-72.8593166666667,-18.2711666666667,-72.9625666666667,2004-01-01,2004
"6_10",2004-01-13,-18.3981166666667,-72.8943333333333,-18.33025,-72.9747666666667,2004-01-01,2004
"7_1",2004-02-10,-20.5694,-70.9721333333333,-20.4202333333333,-71.2175833333333,2004-02-01,2004
"7_2",2004-02-11,-20.7689833333333,-71.0348666666667,-20.6362833333333,-71.2596833333333,2004-02-01,2004
"7_3",2004-02-12,-20.7501666666667,-71.0685833333333,-20.61365,-71.2834833333333,2004-02-01,2004
"7_4",2004-02-13,-20.6693833333333,-71.102,-20.52,-71.318,2004-02-01,2004
"8_1",2003-11-29,-17.9414333333333,-72.52675,-17.8168833333333,-72.4523333333333,2003-11-01,2003
"8_2",2003-11-30,-17.9958666666667,-72.4476,-17.91005,-72.3669333333333,2003-11-01,2003
"9_1",2003-11-16,-18.3206666666667,-72.2118333333333,-18.2951666666667,-72.2616666666667,2003-11-01,2003
"9_2",2003-11-17,-18.2461666666667,-72.2621666666667,-18.2095,-72.3211666666667,2003-11-01,2003
"9_3",2003-11-18,-18.1638333333333,-72.3216666666667,-18.0971666666667,-72.4206666666667,2003-11-01,2003
"9_4",2003-11-19,-18.1896666666667,-72.303,-18.1516666666667,-72.3881666666667,2003-11-01,2003
"9_5",2003-11-20,-18.108,-72.3211666666667,-18.0626666666667,-72.4043333333333,2003-11-01,2003
"9_6",2003-11-21,-18.1495,-72.3323333333333,-18.1131666666667,-72.418,2003-11-01,2003
"9_7",2003-11-22,-18.169,-72.372,-18.1465,-72.4581666666667,2003-11-01,2003
"9_8",2003-11-23,-18.2075,-72.3301666666667,-18.1765,-72.427,2003-11-01,2003
"10_1",2003-11-06,-18.2954,-73.6971333333333,-18.2120833333333,-73.8062166666667,2003-11-01,2003
"10_2",2003-11-07,-18.1967833333333,-73.7882833333333,-18.1662166666667,-73.8336,2003-11-01,2003
"10_3",2003-11-08,-18.2242666666667,-73.8252833333333,-18.1310833333333,-73.93495,2003-11-01,2003
"10_4",2003-11-10,-18.1914833333333,-73.8320333333333,-18.08365,-73.9211166666667,2003-11-01,2003
"10_5",2003-11-11,-18.1615166666667,-73.8133166666667,NA,NA,2003-11-01,2003
"10_6",2003-11-12,-18.1783333333333,-73.8215833333333,-18.0756666666667,-73.93325,2003-11-01,2003
"10_7",2003-11-13,-18.1947833333333,-73.81155,-18.09925,-73.8672666666667,2003-11-01,2003
"10_8",2003-11-14,-18.16845,-73.73525,-18.0581833333333,-73.8190833333333,2003-11-01,2003
"10_9",2003-11-15,-18.2078166666667,-73.84965,-18.0909666666667,-73.9359666666667,2003-11-01,2003
"10_10",2003-11-16,-18.2702333333333,-73.8199,-18.1611833333333,-73.9144666666667,2003-11-01,2003
"10_11",2003-11-17,-18.1427333333333,-73.63935,-18.0100833333333,-73.7408,2003-11-01,2003
"11_1",2003-11-03,-17.6883333333333,-72.9783333333333,-17.6306666666667,-73.109,2003-11-01,2003
"11_2",2003-11-04,-17.5613333333333,-73.2606666666667,-17.5035,-73.389,2003-11-01,2003
"11_3",2003-11-05,-17.6143333333333,-73.0788333333333,-17.5448333333333,-73.1898333333333,2003-11-01,2003
"11_4",2003-11-06,-17.5115,-73.1793333333333,-17.4365,-73.295,2003-11-01,2003
"11_5",2003-11-07,-17.5608333333333,-73.2338333333333,-17.5015,-73.361,2003-11-01,2003
"11_6",2003-11-08,-17.5323333333333,-73.0086666666667,-17.4561666666667,-73.129,2003-11-01,2003
"11_7",2003-11-09,-17.459,-72.7555,-17.4325,-72.89,2003-11-01,2003
"11_8",2003-11-10,-17.803,-72.8316666666667,-17.7443333333333,-72.942,2003-11-01,2003
"11_9",2003-11-11,-17.8153333333333,-72.6053333333333,-17.7875,-72.6595,2003-11-01,2003
"12_1",2003-10-18,-17.9693333333333,-72.5415,-17.9295,-72.6296666666667,2003-10-01,2003
"12_2",2003-10-19,-17.8923333333333,-72.6683333333333,-17.8015,-72.7676666666667,2003-10-01,2003
"12_3",2003-10-20,-17.9623333333333,-72.5741666666667,-17.8961666666667,-72.6591666666667,2003-10-01,2003
"12_4",2003-10-21,-17.763,-72.6118333333333,-17.7275,-72.6838333333333,2003-10-01,2003
"12_5",2003-10-22,-17.756,-72.3811666666667,-17.7021666666667,-72.4331666666667,2003-10-01,2003
"12_6",2003-10-23,-17.7051666666667,-72.0633333333333,-17.6045,-72.0633333333333,2003-10-01,2003
"13_1",2003-10-11,-20.80565,-73.9758666666667,-20.71175,-74.1289833333333,2003-10-01,2003
"13_2",2003-10-12,-21.1265166666667,-74.39895,-21.0035,-74.5441166666667,2003-10-01,2003
"13_3",2003-10-13,-21.1083333333333,-74.7636666666667,-21.0216333333333,-74.91045,2003-10-01,2003
"13_4",2003-10-15,-19.4102166666667,-74.9559166666667,-19.29725,-75.1080333333333,2003-10-01,2003
"13_5",2003-10-16,-19.0948333333333,-74.7708166666667,-18.9527666666667,-74.8882833333333,2003-10-01,2003
"13_6",2003-10-17,-18.9674166666667,-74.7798833333333,-18.80875,-74.9031333333333,2003-10-01,2003
"13_7",2003-10-19,-18.4773166666667,-74.04505,-18.39085,-74.1950166666667,2003-10-01,2003
"13_8",2003-10-20,-18.3428,-73.9931833333333,-18.2617333333333,-74.13545,2003-10-01,2003
"13_9",2003-10-21,-18.2706833333333,-73.9546833333333,-18.1908833333333,-74.0824333333333,2003-10-01,2003
"13_10",2003-10-22,-18.1980666666667,-73.5450166666667,-18.1116666666667,-73.6858166666667,2003-10-01,2003
"14_1",2004-04-25,-18.2708666666667,-72.8661833333333,-18.2028333333333,-72.99215,2004-04-01,2004
"14_2",2004-04-26,-18.4238333333333,-73.3893666666667,-18.3581666666667,-73.54305,2004-04-01,2004
"14_3",2004-04-27,-18.1042333333333,-73.6747166666667,-17.9708333333333,-73.82775,2004-04-01,2004
"14_4",2004-04-28,-17.9921166666667,-73.9785333333333,-17.9288333333333,-74.1818,2004-04-01,2004
"14_5",2004-04-30,-17.6803333333333,-74.5943333333333,-17.57645,-74.8127833333333,2004-04-01,2004
"14_6",2004-05-01,-17.6545166666667,-74.8816166666667,-17.5604833333333,-75.1082833333333,2004-05-01,2004
"14_7",2004-05-02,-17.6569333333333,-75.0952166666667,-17.5442666666667,-75.278,2004-05-01,2004
"14_8",2004-05-03,-17.7208166666667,-75.4242666666667,-17.59885,-75.6030666666667,2004-05-01,2004
"14_9",2004-05-04,-17.7381333333333,-75.51115,-17.6923833333333,-75.6708,2004-05-01,2004
"15_1",2003-12-04,-18.0036666666667,-72.2962,-17.9577666666667,-72.39755,2003-12-01,2003
"15_2",2003-12-04,-18.0372166666667,-72.2726666666667,-17.9335,-72.335,2003-12-01,2003
"15_3",2003-12-05,-18.0907666666667,-72.3185666666667,-18.03965,-72.4198166666667,2003-12-01,2003
"15_4",2003-12-05,-18.1373666666667,-72.3080333333333,-18.0503333333333,-72.35485,2003-12-01,2003
"15_5",2003-12-06,-18.1625166666667,-72.34175,-18.0580333333333,-72.3853166666667,2003-12-01,2003
"15_6",2003-12-06,-18.1741166666667,-72.3509333333333,-18.0933833333333,-72.4320666666667,2003-12-01,2003
"15_7",2003-12-07,-18.1891333333333,-72.2340666666667,-18.1321333333333,-72.3118166666667,2003-12-01,2003
"15_8",2003-12-07,-18.2284666666667,-72.20985,-18.1335666666667,-72.2733333333333,2003-12-01,2003
"16_1",2003-11-28,-18.2055,-71.8535,-18.2138333333333,-71.9181666666667,2003-11-01,2003
"16_2",2003-11-29,-18.2315,-72.0836666666667,-18.195,-72.1638333333333,2003-11-01,2003
"16_3",2003-11-30,-18.1906666666667,-72.1513333333333,-18.1548333333333,-72.2323333333333,2003-11-01,2003
"16_4",2003-12-01,-18.1595,-72.2393333333333,-18.124,-72.3211666666667,2003-12-01,2003
"16_5",2003-12-02,-18.1763333333333,-72.309,-18.134,-72.3816666666667,2003-12-01,2003
"16_6",2003-12-03,-18.2335,-72.3798333333333,-18.1486666666667,-72.4598333333333,2003-12-01,2003
"17_1",2003-11-28,-18.4,-71.7666666666667,-18.3666666666667,-71.8,2003-11-01,2003
"17_2",2003-11-29,-18.3666666666667,-71.7833333333333,-18.35,-71.8333333333333,2003-11-01,2003
"17_3",2003-11-29,-18.3833333333333,-71.8,-18.35,-71.8333333333333,2003-11-01,2003
"17_4",2003-11-30,-18.35,-71.7666666666667,-18.3333333333333,-71.7333333333333,2003-11-01,2003
"17_5",2003-11-30,-18.35,-71.7666666666667,-18.3333333333333,-71.7333333333333,2003-11-01,2003
"17_6",2003-12-01,-18.3333333333333,-71.6833333333333,-18.3,-71.7,2003-12-01,2003
"17_7",2003-12-01,-18.3333333333333,-71.6833333333333,-18.3,-71.7,2003-12-01,2003
"17_8",2003-12-02,-18.3333333333333,-71.85,-18.35,-71.85,2003-12-01,2003
"17_9",2003-12-02,-18.3333333333333,-71.85,-18.35,-71.85,2003-12-01,2003
"18_1",2003-11-29,-17.7452,-73.1147833333333,-17.6328333333333,-73.20345,2003-11-01,2003
"18_2",2003-11-30,-18.0355333333333,-72.1215166666667,-17.9870333333333,-72.1838333333333,2003-11-01,2003
"18_3",2003-12-01,-18.03485,-72.1193833333333,-17.9465833333333,-72.1980833333333,2003-12-01,2003
"18_4",2003-12-01,-18.0365166666667,-72.1451666666667,-17.98605,-72.2108,2003-12-01,2003
"18_5",2003-12-02,-18.0750833333333,-72.1630833333333,-18.0192666666667,-72.2345,2003-12-01,2003
"18_6",2003-12-02,-18.0798,-72.1770833333333,-18.0403333333333,-72.2387666666667,2003-12-01,2003
"18_7",2003-12-03,-17.9971,-72.2822333333333,-17.92405,-72.39495,2003-12-01,2003
"19_2",2003-12-22,-17.9795833333333,-72.897,-17.9261,-72.9880166666667,2003-12-01,2003
"19_3",2003-12-22,-17.98125,-72.8602666666667,-17.9216666666667,-72.9516833333333,2003-12-01,2003
"19_4",2003-12-23,-17.93655,-72.8736166666667,-17.9122166666667,-72.97905,2003-12-01,2003
"19_5",2003-12-23,-17.974,-72.5296,-17.85335,-72.8153666666667,2003-12-01,2003
"19_6",2003-12-24,-17.9697,-72.8859166666667,-17.8622,-72.8924166666667,2003-12-01,2003
"19_7",2003-12-24,-17.99125,-72.8802166666667,-17.9630666666667,-72.9479833333333,2003-12-01,2003
"19_8",2003-12-25,-17.99125,-72.8802166666667,-17.9656166666667,-72.9929666666667,2003-12-01,2003
"19_9",2003-12-21,-18.0350166666667,-72.6341666666667,-17.9936666666667,-72.7476166666667,2003-12-01,2003
"20_1",2003-12-19,-18.1603,-72.168,-18.1347333333333,-72.2427333333333,2003-12-01,2003
"20_2",2003-12-20,-18.1142,-72.7952666666667,-18.0757666666667,-72.8652666666667,2003-12-01,2003
"20_3",2003-12-20,-18.1257333333333,-72.78,-18.0775166666667,-72.8407166666667,2003-12-01,2003
"20_4",2003-12-21,-18.0640833333333,-72.7666166666667,-18.0090666666667,-72.8560166666667,2003-12-01,2003
"20_5",2003-12-21,-18.0798166666667,-72.7575666666667,-18.0348,-72.82465,2003-12-01,2003
"20_6",2003-12-22,-18.2594,-72.6790666666667,-18.19025,-72.7329666666667,2003-12-01,2003
"20_7",2003-12-22,-18.2421166666667,-72.66615,-18.1681333333333,-72.7008666666667,2003-12-01,2003
"20_8",2003-12-23,-18.1735666666667,-72.7033666666667,-18.1405333333333,-72.8107666666667,2003-12-01,2003
"20_9",2003-12-23,-18.1903666666667,-72.6973,-18.1618333333333,-72.7606333333333,2003-12-01,2003
"20_10",2003-12-24,-18.1257,-72.6637,-18.0457166666667,-72.7264166666667,2003-12-01,2003
"20_11",2003-12-24,-18.1007,-72.6630833333333,-18.0576666666667,-72.7477166666667,2003-12-01,2003
"20_12",2003-12-25,-17.9189166666667,-72.6328333333333,-17.88465,-72.7256166666667,2003-12-01,2003
"21_1",2003-12-17,-18.1493333333333,-72.3291666666667,-18.138,-72.409,2003-12-01,2003
"21_2",2003-12-18,-18.1493333333333,-72.5296666666667,-18.138,-72.409,2003-12-01,2003
"21_3",2003-12-19,-18.0641666666667,-72.6211666666667,-18.0153333333333,-72.6966666666667,2003-12-01,2003
"21_4",2003-12-20,-17.8325,-72.7356666666667,-17.7908333333333,-72.8331666666667,2003-12-01,2003
"21_5",2003-12-21,-17.6636666666667,-72.6106666666667,-17.605,-72.8461666666667,2003-12-01,2003
"21_6",2003-12-22,-17.5648333333333,-72.8535,-17.5296666666667,-72.9291666666667,2003-12-01,2003
"22_1",2003-12-16,-18,-72.4726666666667,-17.9395666666667,-72.5466166666667,2003-12-01,2003
"22_2",2003-12-16,-18.01425,-72.468,-17.9380833333333,-72.7129,2003-12-01,2003
"22_3",2003-12-17,-18.0148833333333,-72.6346666666667,-17.9455,-72.722,2003-12-01,2003
"22_4",2003-12-17,-17.9756333333333,-72.5895666666667,-17.9161166666667,-72.6688,2003-12-01,2003
"22_5",2003-12-18,-17.9751333333333,-72.56765,-17.91795,-72.6532833333333,2003-12-01,2003
"22_6",2003-12-18,-17.9194166666667,-72.5987666666667,-17.86275,-72.68105,2003-12-01,2003
"22_7",2003-12-19,-17.3748333333333,-72.9083333333333,-17.2040333333333,-73.0338666666667,2003-12-01,2003
"22_8",2003-12-19,-17.2565,-72.96875,-17.2040333333333,-73.0338666666667,2003-12-01,2003
"22_9",2003-12-20,-17.2543666666667,-73.0070333333333,-17.1971666666667,-73.08185,2003-12-01,2003
"22_10",2003-12-20,-17.23465,-73.0567,-17.17825,-73.1340333333333,2003-12-01,2003
"22_11",2003-12-21,-17.2235,-72.9039833333333,-17.1565333333333,-72.9733,2003-12-01,2003
"22_12",2003-12-21,-17.2638833333333,-72.7866833333333,-17.24575,-72.8554833333333,2003-12-01,2003
"22_13",2003-12-22,-17.277,-72.7644666666667,-17.2139333333333,-72.8303333333333,2003-12-01,2003
"22_14",2003-12-22,-18.2673666666667,-73.7701666666667,-18.2083166666667,-72.8481833333333,2003-12-01,2003
"22_15",2003-12-23,-17.2638333333333,-72.76415,-17.18465,-72.8342166666667,2003-12-01,2003
"22_16",2003-12-23,-17.4032833333333,-72.6473166666667,-17.3591,-72.7056833333333,2003-12-01,2003
"23_1",2003-12-11,-18.22715,-72.1875666666667,-18.1597166666667,-72.2788333333333,2003-12-01,2003
"23_2",2003-12-12,-18.1969166666667,-72.2203166666667,-18.15575,-72.30175,2003-12-01,2003
"23_3",2003-12-12,-18.24575,-72.1697166666667,-18.1966833333333,-72.2335333333333,2003-12-01,2003
"23_4",2003-12-13,-18.14565,-72.1764166666667,-18.08725,-72.2706166666667,2003-12-01,2003
"23_5",2003-12-14,-18.2053333333333,-72.1846833333333,-18.175,-72.26835,2003-12-01,2003
"23_6",2003-12-14,-18.2062833333333,-72.2015833333333,-18.1539333333333,-72.2972,2003-12-01,2003
"24_1",2003-12-08,-18.1,-71.8833333333333,-18.0666666666667,-71.9166666666667,2003-12-01,2003
"24_2",2003-12-08,-18.1,-71.8833333333333,-18.0666666666667,-71.9166666666667,2003-12-01,2003
"24_3",2003-12-09,-18.1166666666667,-72.1,-18.0833333333333,-72.1166666666667,2003-12-01,2003
"24_4",2003-12-09,-18.05,-72.1166666666667,-18.05,-72.15,2003-12-01,2003
"24_5",2003-12-10,-18.1,-72.1833333333333,-18.0666666666667,-72.2666666666667,2003-12-01,2003
"24_6",2003-12-10,-18.1333333333333,-72.1,-18.1,-72.1666666666667,2003-12-01,2003
"24_7",2003-12-11,-18.4166666666667,-72.0833333333333,-18.4333333333333,-72.1333333333333,2003-12-01,2003
"24_8",2003-12-11,-18.4666666666667,-72.1,-18.4833333333333,-72.15,2003-12-01,2003
"24_9",2003-12-12,-18.3333333333333,-72.1,-18.35,-72.1333333333333,2003-12-01,2003
"24_10",2003-12-12,-18.2833333333333,-72.05,-18.25,-72.0833333333333,2003-12-01,2003
"24_11",2003-12-13,-18.3666666666667,-71.9333333333333,-18.4,-71.9666666666667,2003-12-01,2003
"24_12",2003-12-13,-18.4666666666667,-72.05,-18.5,-72.0666666666667,2003-12-01,2003
"24_13",2003-12-14,-18.3333333333333,-71.2666666666667,-18.3333333333333,-71.3,2003-12-01,2003
"24_14",2003-12-14,-18.3,-71.3,-18.2833333333333,-71.3333333333333,2003-12-01,2003
"25_1",2003-12-07,-18.0676166666667,-71.8322333333333,-18.0584333333333,-72.09215,2003-12-01,2003
"25_2",2003-12-07,-18.0883333333333,-72.0121333333333,-18.1046833333333,-71.6818166666667,2003-12-01,2003
"25_3",2003-12-08,-17.9586333333333,-72.2598333333333,-17.9117,-72.8247833333333,2003-12-01,2003
"25_4",2003-12-08,-18.06485,-72.3007833333333,-18.037,-72.3398833333333,2003-12-01,2003
"25_5",2003-12-09,-18.2214166666667,-72.3623833333333,-18.1656666666667,-72.3623833333333,2003-12-01,2003
"25_6",2003-12-09,-18.2619166666667,-72.30905,-18.2140166666667,-72.3740666666667,2003-12-01,2003
"25_7",2003-12-10,-18.1405,-72.3545833333333,-18.1000166666667,-72.415,2003-12-01,2003
"25_8",2003-12-10,-18.2425,-72.4187833333333,-18.2056833333333,-72.44215,2003-12-01,2003
"25_9",2003-12-11,-17.9683,-72.49175,-17.8841166666667,-72.5530666666667,2003-12-01,2003
"25_10",2003-12-11,-17.9397333333333,-72.5331166666667,-17.9833833333333,-72.7878,2003-12-01,2003
"25_11",2003-12-12,-17.9273333333333,-72.6273666666667,-17.8593833333333,-72.6979,2003-12-01,2003
"25_12",2003-12-12,-17.9798,-72.6241166666667,-17.9440333333333,-72.8201833333333,2003-12-01,2003
"25_13",2003-12-13,-17.9102833333333,-72.6734833333333,-17.8292166666667,-72.7221166666667,2003-12-01,2003
"25_14",2003-12-13,-17.9302,-72.6545833333333,-17.8691333333333,-72.7082833333333,2003-12-01,2003
"26_1",2003-12-06,-18.2321666666667,-71.8611666666667,-18.2321666666667,-72.0356666666667,2003-12-01,2003
"26_2",2003-12-07,-18.2128333333333,-72.9905,-18.1651666666667,-72.0458333333333,2003-12-01,2003
"26_3",2003-12-08,-18.1423333333333,-71.9688333333333,-18.105,-72.0358333333333,2003-12-01,2003
"26_4",2003-12-09,-18.2865,-72.1066666666667,-18.2418333333333,-72.1721666666667,2003-12-01,2003
"26_5",2003-12-10,-18.2523333333333,-72.1513333333333,-18.2241666666667,-72.2401666666667,2003-12-01,2003
"26_6",2003-12-11,-18.2328333333333,-72.1093333333333,-18.2328333333333,-72.1786666666667,2003-12-01,2003
"27_1",2003-12-05,-18.3011166666667,-72.4910166666667,-18.2013,-72.5238166666667,2003-12-01,2003
"27_2",2003-12-05,-18.2890833333333,-72.4689666666667,-18.19645,-72.4800833333333,2003-12-01,2003
"27_3",2003-12-06,-18.2899666666667,-72.4499166666667,-18.2119666666667,-72.5012833333333,2003-12-01,2003
"27_4",2003-12-06,-18.2801333333333,-72.4781166666667,-18.2166,-72.55445,2003-12-01,2003
"27_5",2003-12-07,-17.9948666666667,-72.4370833333333,-17.95295,-72.4852833333333,2003-12-01,2003
"27_6",2003-12-08,-17.9678166666667,-72.2003333333333,-17.8983666666667,-72.2656833333333,2003-12-01,2003
"27_7",2003-12-08,-18.03435,-72.2451166666667,-17.9804166666667,-72.3230333333333,2003-12-01,2003
"27_8",2003-12-09,-18.0111333333333,-72.2086,-17.9574,-72.2632333333333,2003-12-01,2003
"27_9",2003-12-09,-18.0418833333333,-72.1558,-17.9861333333333,-72.1906,2003-12-01,2003
"27_10",2003-12-10,-17.9530833333333,-72.2217333333333,-17.9120833333333,-72.3010333333333,2003-12-01,2003
"27_11",2003-12-10,-18.0619166666667,-71.969,-17.9990833333333,-71.0306166666667,2003-12-01,2003
"27_12",2003-12-11,-18.0644833333333,-71.969,-17.9990833333333,-71.0306166666667,2003-12-01,2003
"27_13",2003-12-11,-18.0614166666667,-71.9677666666667,-17.9957833333333,-72.0094833333333,2003-12-01,2003
"27_14",2003-12-12,-18.0514333333333,-71.9199833333333,-17.9953833333333,-71.9977,2003-12-01,2003
"28_1",2004-02-07,-17.8581666666667,-72.4923333333333,-17.8095,-72.034,2004-02-01,2004
"28_2",2004-02-08,-17.681,-72.8178333333333,-17.6718333333333,-72.9168333333333,2004-02-01,2004
"28_3",2004-02-09,-17.4821666666667,-72.968,-17.4448333333333,-73.062,2004-02-01,2004
"28_4",2004-02-10,-17.5833333333333,-72.649,-17.545,-72.7436666666667,2004-02-01,2004
"28_5",2004-02-11,-17.5216666666667,-72.7261666666667,-17.5,-72.7758333333333,2004-02-01,2004
"28_6",2004-02-12,-17.4806666666667,-72.3588333333333,-17.4388333333333,-72.4483333333333,2004-02-01,2004
"28_7",2004-02-13,-17.8095,-72.5795,-17.7605,-72.6575,2004-02-01,2004
"28_8",2004-02-14,-17.4746666666667,-73.028,-17.4496666666667,-73.1303333333333,2004-02-01,2004
"29_1",2004-02-07,-18.1718833333333,-72.6010333333333,-18.1181166666667,-72.7097333333333,2004-02-01,2004
"29_2",2004-02-08,-17.7374833333333,-73.2737,-17.6541166666667,-73.4092166666667,2004-02-01,2004
"29_3",2004-02-09,-17.0972666666667,-73.2161833333333,-17.03265,-73.3392333333333,2004-02-01,2004
"29_4",2004-02-10,-17.0418333333333,-73.2876333333333,-17.0259333333333,-73.3620166666667,2004-02-01,2004
"30_1",2004-01-26,-18.1636666666667,-71.7168333333333,-18.1246666666667,-71.8003333333333,2004-01-01,2004
"30_2",2004-01-27,-18.0058333333333,-71.9338333333333,-17.961,-72.027,2004-01-01,2004
"30_3",2004-01-28,-17.8711666666667,-72.0733333333333,-17.8263333333333,-72.1423333333333,2004-01-01,2004
"30_4",2004-01-29,-17.6485,-72.1531666666667,-17.6073333333333,-72.2355,2004-01-01,2004
"30_5",2004-01-30,-17.5865,-72.389,-17.8798333333333,-72.4881666666667,2004-01-01,2004
"30_6",2004-01-31,-17.6011666666667,-72.221,-17.5636666666667,-72.318,2004-01-01,2004
"30_7",2004-02-01,-17.5516666666667,-72.368,-17.5193333333333,-72.4773333333333,2004-02-01,2004
"30_8",2004-02-02,-17.5575,-72.2636666666667,-17.4928333333333,-72.3281666666667,2004-02-01,2004
