"Lance.code","Date","Lat.I","Lon.I","Lat.F","Lon.F","MY","Year"
"532_2",2009-07-19,-7.98336666666667,-79.52505,-7.97655,-79.5372833333333,2009-07-01,2009
"532_3",2009-07-20,-7.88586666666667,-79.8417833333333,-7.87246666666667,-79.8484166666667,2009-07-01,2009
"532_4",2009-07-21,-7.81705,-79.9583,-7.78955,-79.9701166666667,2009-07-01,2009
"532_5",2009-07-22,-7.76266666666667,-79.8147833333333,-7.74058333333333,-79.8306333333333,2009-07-01,2009
"532_6",2009-07-23,-7.97525,-79.7752833333333,-7.95855,-79.7898333333333,2009-07-01,2009
"533_1",2009-09-03,-18.34905,-72.0900166666667,-18.3349,-72.2812666666667,2009-09-01,2009
"533_2",2009-09-04,-18.3626,-72.2232666666667,-18.3414333333333,-72.3930833333333,2009-09-01,2009
"533_3",2009-09-05,-18.3379833333333,-72.8049,-18.3152833333333,-72.9591166666667,2009-09-01,2009
"533_4",2009-09-06,-18.3364,-72.9045333333333,-18.2996,-73.0405,2009-09-01,2009
"533_5",2009-09-07,-18.2739,-73.0035666666667,-18.25735,-73.1475333333333,2009-09-01,2009
"533_6",2009-09-09,-18.3309333333333,-73.0138166666667,-18.2850333333333,-73.1726,2009-09-01,2009
"533_7",2009-09-10,-18.2525833333333,-73.38455,-18.303,-74.2491166666667,2009-09-01,2009
"533_8",2009-09-12,-18.3276666666667,-73.5908,-18.2768833333333,-72.73885,2009-09-01,2009
"533_9",2009-09-13,-18.332,-72.6682166666667,-18.2793666666667,-72.7880333333333,2009-09-01,2009
"534_1",2009-09-23,-7.81675,-79.8340333333333,-7.78136666666667,-79.8507,2009-09-01,2009
"534_2",2009-09-24,-7.91808333333333,-80.0835833333333,-7.89375,-80.1105333333333,2009-09-01,2009
"534_3",2009-09-25,-8.08521666666667,-80.0835833333333,-8.06303333333333,-80.1063,2009-09-01,2009
"534_4",2009-09-26,-8.31878333333333,-79.9244166666667,-8.28521666666667,-79.9362833333333,2009-09-01,2009
"534_5",2009-09-27,-7.84091666666667,-79.6998833333333,-7.81396666666667,-79.7140833333333,2009-09-01,2009
"534_6",2009-09-28,-7.846,-79.53595,-7.82513333333333,-79.5471666666667,2009-09-01,2009
"534_7",2009-09-29,-8.2087,-79.1998333333333,-8.19163333333333,-79.20955,2009-09-01,2009
"534_8",2009-09-30,-8.50045,-79.2505,-8.48558333333333,-79.2562,2009-09-01,2009
"535_1",2009-10-08,-8.6508,-79.6671166666667,-8.62346666666667,-79.6936666666667,2009-10-01,2009
"535_2",2009-10-09,-8.90805,-79.9846333333333,-8.88696666666667,-80.0119166666667,2009-10-01,2009
"535_3",2009-10-10,-9.058,-80.0346666666667,-9.03961666666667,-80.0500833333333,2009-10-01,2009
"535_4",2009-10-11,-9.13341666666667,-80.0181333333333,-9.10466666666667,-80.0312166666667,2009-10-01,2009
"535_5",2009-10-12,-9.1255,-80.03345,-9.09596666666667,-80.04995,2009-10-01,2009
"535_6",2009-10-13,-9.16671666666667,-80.0253,-9.14696666666667,-80.0332833333333,2009-10-01,2009
"535_7",2009-10-14,-9.0668,-80.1171333333333,-9.04086666666667,-80.1278333333333,2009-10-01,2009
"535_8",2009-10-15,-8.66703333333333,-80.08305,-8.64675,-80.1056166666667,2009-10-01,2009
"536_1",2009-10-22,-9.26728333333333,-79.5052833333333,-9.25125,-79.5066166666667,2009-10-01,2009
"536_2",2009-10-23,-9.2505,-79.56745,-9.22995,-79.5765,2009-10-01,2009
"536_3",2009-10-24,-9.19195,-79.8000333333333,-9.16605,-79.8051666666667,2009-10-01,2009
"536_4",2009-10-25,-9.16705,-79.9665333333333,-9.13461666666667,-79.9653833333333,2009-10-01,2009
"536_5",2009-10-26,-9.17533333333333,-79.9416333333333,-9.1447,-79.9424166666667,2009-10-01,2009
"536_6",2009-10-27,-9.19146666666667,-79.9165833333333,-9.16513333333333,-79.9165333333333,2009-10-01,2009
"536_7",2009-10-28,-9.184,-79.8922166666667,-9.16005,-79.8911666666667,2009-10-01,2009
"536_8",2009-10-29,-9.03341666666667,-79.47475,-9.01421666666667,-79.4809166666667,2009-10-01,2009
"537_1",2009-11-06,-10.1254166666667,-79.2664666666667,-10.107,-79.2777166666667,2009-11-01,2009
"537_2",2009-11-07,-10.1338666666667,-79.2165333333333,-10.1163,-79.22125,2009-11-01,2009
"537_3",2009-11-08,-10.1698,-79.1167,-10.15495,-79.1376333333333,2009-11-01,2009
"537_4",2009-11-09,-10.2022166666667,-79.0338666666667,-10.18445,-79.046,2009-11-01,2009
"538_1",2009-11-17,-8.21658333333333,-79.3674166666667,-8.19753333333333,-79.3923666666667,2009-11-01,2009
"538_2",2009-11-18,-8.342,-79.2420833333333,-8.32736666666667,-79.2521666666667,2009-11-01,2009
"538_3",2009-11-19,-8.24995,-79.3335833333333,-8.23016666666667,-79.3442,2009-11-01,2009
"538_4",2009-11-20,-8.16675,-79.3336666666667,-8.14811666666667,-79.3494166666667,2009-11-01,2009
"539_1",2009-11-27,-8.3338,-79.7670833333333,-8.3198,-79.7925833333333,2009-11-01,2009
"539_2",2009-11-28,-8.3687,-79.7505333333333,-8.33828333333333,-79.7539666666667,2009-11-01,2009
"539_3",2009-11-29,-8.39986666666667,-79.6666333333333,-8.3838,-79.6820833333333,2009-11-01,2009
"539_4",2009-11-30,-8.46716666666667,-79.6000166666667,-8.45741666666667,-79.613,2009-11-01,2009
"539_5",2009-12-01,-8.60088333333333,-79.6334666666667,-8.5872,-79.6445833333333,2009-12-01,2009
"539_6",2009-12-02,-8.5838,-79.4418833333333,-8.56625,-79.4567833333333,2009-12-01,2009
"540_1",2009-11-03,-9.74075,-79.2337,-9.72403333333333,-79.2308333333333,2009-11-01,2009
"540_2",2009-11-04,-9.69453333333333,-79.4170333333333,-9.69153333333333,-79.4013833333333,2009-11-01,2009
"540_3",2009-11-05,-10.1001166666667,-79.3835833333333,-10.0874166666667,-79.38995,2009-11-01,2009
"540_4",2009-11-06,-10.0831333333333,-79.4300833333333,-10.0733333333333,-79.2707,2009-11-01,2009
"540_5",2009-11-07,-10.09175,-79.2171666666667,NA,NA,2009-11-01,2009
"541_1",2009-11-17,-8.42521666666667,-79.16125,-8.39408333333333,-79.1927833333333,2009-11-01,2009
"541_2",2009-11-18,-8.36688333333333,-79.2472833333333,-8.33333333333333,NA,2009-11-01,2009
"541_3",2009-11-19,-8.28078333333333,-79.3361666666667,-8.24778333333333,-79.3488,2009-11-01,2009
"542_1",2009-11-24,-8.20008333333333,-79.1863666666667,-8.20361666666667,-79.19295,2009-11-01,2009
"542_2",2009-11-25,-8.23955,-79.3190833333333,-8.2198,-79.3166666666667,2009-11-01,2009
"542_3",2009-11-26,-7.90745,-79.8333333333333,-7.89345,-79.3435,2009-11-01,2009
"542_4",2009-11-27,-8.2002,-79.3417833333333,-8.18283333333333,-79.3530333333333,2009-11-01,2009
"542_5",2009-11-28,-8.39916666666667,-79.63355,-8.37741666666667,-79.6342,2009-11-01,2009
"542_6",2009-11-29,NA,NA,-8.32366666666667,-79.6861666666667,2009-11-01,2009
"543_1",2009-12-08,-8.68453333333333,-79.8170333333333,-8.67696666666667,-79.8388333333333,2009-12-01,2009
"543_2",2009-12-09,-8.83555,-79.6675,-8.80683333333333,-79.69025,2009-12-01,2009
"543_3",2009-12-10,-8.91725,-79.6504166666667,-8.90845,-79.67095,2009-12-01,2009
"543_4",2009-12-11,-8.79288333333333,-79.5666166666667,-8.77596666666667,-79.5758333333333,2009-12-01,2009
"543_5",2009-12-12,-8.61875,-79.4836166666667,-8.61475,-79.4940833333333,2009-12-01,2009
"543_6",2009-12-13,-8.2167,-79.2832833333333,-8.20661666666667,-79.2855833333333,2009-12-01,2009
"544_1",2009-12-17,-7.49988333333333,-79.8349666666667,-7.49613333333333,-79.8271666666667,2009-12-01,2009
"544_2",2009-12-18,-8.80033333333333,-79.1835833333333,-8.79355,-79.1777166666667,2009-12-01,2009
"544_3",2009-12-19,-9.54446666666667,-79.0335833333333,-9.5348,-79.03255,2009-12-01,2009
"544_4",2009-12-20,-9.93405,-78.80055,-9.91438333333333,-78.8090333333333,2009-12-01,2009
"544_5",2009-12-21,-10.0005333333333,-78.73295,-10.0055333333333,-78.7287833333333,2009-12-01,2009
"544_6",2009-12-22,-8.80046666666667,-78.86725,-8.79325,-78.8711666666667,2009-12-01,2009
"545_1",2009-12-18,-9.19313333333333,-79.9559333333333,-9.18461666666667,-79.9342833333333,2009-12-01,2009
"545_2",2009-12-19,-9.55855,-79.0423,-9.55595,-79.02995,2009-12-01,2009
"546_1",2010-01-19,-8.00041666666667,-79.24195,-7.98433333333333,-79.2576166666667,2010-01-01,2010
"546_2",2010-01-20,-7.88943333333333,-79.3497166666667,-7.87763333333333,-79.3598666666667,2010-01-01,2010
"546_3",2010-01-21,-8.03375,-79.4474666666667,-8.01805,-79.4562833333333,2010-01-01,2010
"546_4",2010-01-22,-8.08911666666667,-79.54045,-8.07461666666667,-79.5465,2010-01-01,2010
"546_5",2010-01-23,-7.89221666666667,-79.3486166666667,-7.87945,-79.3612,2010-01-01,2010
"546_6",2010-01-24,-7.88366666666667,-79.3555333333333,-7.86855,-79.3671333333333,2010-01-01,2010
"546_7",2010-01-25,-7.89446666666667,-79.3486666666667,-7.88211666666667,-79.3596666666667,2010-01-01,2010
"547_1",2010-01-10,-8.39166666666667,-79.1958333333333,-8.40155,-79.2093333333333,2010-01-01,2010
"547_2",2010-01-11,-7.90555,-79.33695,-7.88636666666667,-79.3534666666667,2010-01-01,2010
"547_3",2010-01-12,-7.53358333333333,-79.5836666666667,-7.51003333333333,-79.5978833333333,2010-01-01,2010
"547_4",2010-01-13,-7.89583333333333,-79.6181333333333,-7.87153333333333,-79.6403,2010-01-01,2010
"547_5",2010-01-14,-7.98888333333333,-79.3670833333333,-7.96763333333333,-79.3837,2010-01-01,2010
"547_6",2010-01-15,-7.91541666666667,-79.3330833333333,-7.8968,-79.3477166666667,2010-01-01,2010
"548_1",2009-12-30,-17.9468833333333,-73.1051666666667,-17.9397833333333,-73.1678166666667,2009-12-01,2009
"548_2",2009-12-31,-17.9787333333333,-73.1395833333333,-17.9547666666667,-73.2064333333333,2009-12-01,2009
"548_3",2009-12-31,-17.9564166666667,-73.16285,-17.94635,-73.2417833333333,2009-12-01,2009
"548_4",2010-01-01,-18.0624833333333,-73.23705,-18.0398,-73.3032,2010-01-01,2010
"548_5",2010-01-01,-18.1114166666667,-73.2511333333333,-18.1003,-73.3143333333333,2010-01-01,2010
"548_6",2010-01-02,-18.01435,-73.18395,-17.97265,-73.2407666666667,2010-01-01,2010
"548_7",2010-01-03,-17.89695,-73.0788833333333,-17.87965,-73.1421,2010-01-01,2010
"548_8",2010-01-03,-17.9308833333333,-73.1208333333333,-17.9059166666667,-73.1806666666667,2010-01-01,2010
"549_1",2010-01-23,-17.6093833333333,-72.5446333333333,-17.5566666666667,-72.6341166666667,2010-01-01,2010
"549_2",2010-01-24,-17.4889333333333,-73.2838333333333,-17.44945,-73.40105,2010-01-01,2010
"549_3",2010-01-24,-17.4841833333333,-73.4996666666667,-17.4331833333333,-73.6078166666667,2010-01-01,2010
"549_4",2010-01-25,-17.4499666666667,-73.8044833333333,-17.4274833333333,-73.92345,2010-01-01,2010
"549_5",2010-01-26,-17.4124833333333,-73.8765666666667,-17.3729,-73.9835666666667,2010-01-01,2010
"549_6",2010-01-28,-17.6347833333333,-73.1288166666667,-17.6072833333333,-73.1944166666667,2010-01-01,2010
"549_7",2010-01-29,-18.0272,-72.6975666666667,-17.9977833333333,-72.7638,2010-01-01,2010
"549_8",2010-01-29,-17.97705,-72.7522,-17.9562666666667,-72.8160333333333,2010-01-01,2010
"549_9",2010-01-30,-17.9801833333333,-72.7292166666667,-17.9643833333333,-72.7893333333333,2010-01-01,2010
"549_10",2010-01-31,-72.7893333333333,-72.5498166666667,-17.8642666666667,-72.6145333333333,2010-01-01,2010
"550_1",2010-01-09,-17.7750166666667,-73.2977666666667,-17.7581333333333,-73.3747333333333,2010-01-01,2010
"550_2",2010-01-10,-17.6914666666667,-73.5855,-17.7238,-73.4837833333333,2010-01-01,2010
"550_3",2010-01-11,-17.7098166666667,-73.4944833333333,-17.65065,-73.6016166666667,2010-01-01,2010
"550_4",2010-01-12,-17.6513166666667,-73.6016166666667,-17.6768166666667,-73.6292166666667,2010-01-01,2010
"550_5",2010-01-13,-17.7479333333333,-73.3241833333333,-17.7014,-73.4245833333333,2010-01-01,2010
"550_6",2010-01-14,-17.7013333333333,-73.4242833333333,-17.8660666666667,-73.8869333333333,2010-01-01,2010
"550_7",2010-01-15,-17.82755,-72.4784166666667,-17.72325,-72.5298333333333,2010-01-01,2010
"551_1",2010-02-04,-8.5921,-79.4425333333333,-8.57018333333333,-79.4735333333333,2010-02-01,2010
"551_2",2010-02-05,-8.74245,-79.4098666666667,-8.72288333333333,-79.4290333333333,2010-02-01,2010
"551_3",2010-02-06,-8.64958333333333,-79.3998166666667,-8.6112,-79.4234333333333,2010-02-01,2010
"551_4",2010-02-07,-8.71688333333333,-79.2675166666667,-8.68153333333333,-79.29915,2010-02-01,2010
"552_1",2010-02-12,-8.81698333333333,-78.9516833333333,-8.79465,-78.9712,2010-02-01,2010
"552_2",2010-02-16,-9.34208333333333,-78.9835833333333,-9.3248,-79.00425,2010-02-01,2010
"552_3",2010-02-17,-9.78348333333333,-79.0019166666667,-9.76748333333333,-79.0214666666667,2010-02-01,2010
"552_4",2010-02-18,-9.7835,-78.9085166666667,-9.76613333333333,-78.9259833333333,2010-02-01,2010
"552_5",2010-02-19,-9.73541666666667,-78.78335,-9.716,-78.7905333333333,2010-02-01,2010
"552_6",2010-02-20,-8.81716666666667,-78.9333333333333,-8.80041666666667,-78.9466166666667,2010-02-01,2010
"553_1",2010-02-24,-8.22541666666667,-79.32535,-8.20858333333333,-79.3370833333333,2010-02-01,2010
"553_2",2010-02-24,-8.40031666666667,-79.3834166666667,-8.37731666666667,-79.3891833333333,2010-02-01,2010
"553_3",2010-02-25,-8.64168333333333,-79.40085,-8.62061666666667,-79.4205666666667,2010-02-01,2010
"553_4",2010-02-27,-8.78585,-79.2417166666667,-8.76683333333333,-79.2654833333333,2010-02-01,2010
"553_5",2010-02-28,-8.66698333333333,-79.1166833333333,-8.64551666666667,-79.1260166666667,2010-02-01,2010
"553_6",2010-03-01,-8.78358333333333,-78.9591833333333,-8.74971666666667,-78.9718166666667,2010-03-01,2010
"553_7",2010-03-02,-8.51701666666667,-79.5585833333333,-8.49605,-79.5773166666667,2010-03-01,2010
"554_1",2010-03-09,-8.46638333333333,-80.0839166666667,-8.45673333333333,-80.1001166666667,2010-03-01,2010
"554_2",2010-03-10,-8.01625,-80.1421833333333,-8.00215,-80.1555,2010-03-01,2010
"554_3",2010-03-11,-7.97086666666667,-80.0335833333333,-7.9348,-80.0582666666667,2010-03-01,2010
"554_4",2010-03-12,-8.0336,-79.9328,-8.0324,-79.9693166666667,2010-03-01,2010
"554_5",2010-03-13,-8.20866666666667,-79.9003,-8.23056666666667,-79.9291833333333,2010-03-01,2010
"554_6",2010-03-14,-8.16691666666667,-80.0664166666667,-8.16403333333333,-80.0834833333333,2010-03-01,2010
"555_1",2010-03-18,-8.92075,-79.6680833333333,-8.92198333333333,-79.6996166666667,2010-03-01,2010
"555_2",2010-03-19,-9.17573333333333,-79.4975166666667,-9.16813333333333,-79.5168333333333,2010-03-01,2010
"555_3",2010-03-20,-9.35841666666667,-79.3413833333333,-9.3425,-79.3539833333333,2010-03-01,2010
"555_4",2010-03-22,-9.08346666666667,-79.5004666666667,-9.07273333333333,-79.526,2010-03-01,2010
"555_5",2010-03-23,-8.66696666666667,-79.7675166666667,-8.66926666666667,-79.788,2010-03-01,2010
"556_1",2010-03-27,-7.97485,-79.9752166666667,-7.94676666666667,-80.0001166666667,2010-03-01,2010
"556_2",2010-03-28,-7.88313333333333,-79.8410166666667,-7.86495,-79.8668166666667,2010-03-01,2010
"556_3",2010-03-29,-7.58366666666667,-80.0008166666667,-7.55631666666667,-80.0334166666667,2010-03-01,2010
"556_4",2010-03-30,-8.04985,-80.1668333333333,-8.02781666666667,-80.1802333333333,2010-03-01,2010
"556_5",2010-03-31,-7.89096666666667,-80.1084833333333,-7.86206666666667,-80.13105,2010-03-01,2010
"556_6",2010-04-01,-8.36646666666667,-80.3003666666667,-8.33095,-80.31805,2010-04-01,2010
"557_1",2010-02-19,-18.0756666666667,-71.6452,-18.0391666666667,-71.7477333333333,2010-02-01,2010
"557_2",2010-02-20,-18.0787833333333,-71.6914666666667,-18.02805,-71.78635,2010-02-01,2010
"557_3",2010-02-21,-18.1371666666667,-71.7177166666667,-18.10705,-71.8050833333333,2010-02-01,2010
"557_4",2010-02-22,-18.1545666666667,-71.7276166666667,-18.1138166666667,-71.8090166666667,2010-02-01,2010
"557_5",2010-02-23,-18.1186,-71.9504666666667,-18.15125,-71.8494833333333,2010-02-01,2010
"557_6",2010-02-23,-18.15365,-71.7029166666667,-18.1116333333333,-71.7762333333333,2010-02-01,2010
"558_1",2010-03-03,-18.0467333333333,-71.5961,-18.0204166666667,-71.7027,2010-03-01,2010
"558_2",2010-03-03,-18.2991166666667,-71.474,-18.2850666666667,-71.5827833333333,2010-03-01,2010
"558_3",2010-03-04,-18.3410333333333,-71.7743833333333,-18.31065,-72.04665,2010-03-01,2010
"558_4",2010-03-05,-18.3081166666667,-71.8514833333333,-18.2679333333333,-71.9489666666667,2010-03-01,2010
"558_5",2010-03-06,-18.3716833333333,-71.858,-18.3759,-71.95585,2010-03-01,2010
"558_6",2010-03-08,-18.373,-72.0047333333333,-18.3284166666667,-72.0860333333333,2010-03-01,2010
"558_7",2010-03-08,-18.2097666666667,-71.9721833333333,-18.17715,-72.03305,2010-03-01,2010
"558_8",2010-03-09,-18.0441833333333,-72.1559166666667,-17.9856666666667,-72.2523666666667,2010-03-01,2010
"558_9",2010-03-10,-17.9389333333333,-72.09495,-17.9013666666667,-72.1404333333333,2010-03-01,2010
"559_1",2010-03-18,-18.3649,-71.3765333333333,-18.3385833333333,-71.5668,2010-03-01,2010
"559_2",2010-03-19,-18.3697166666667,-71.5704833333333,-18.3325666666667,-71.60305,2010-03-01,2010
"559_3",2010-03-20,-18.3118666666667,-71.5592,-18.3776,-71.49385,2010-03-01,2010
"559_4",2010-03-22,-17.4818833333333,-72.3913166666667,-17.4419333333333,-72.47105,2010-03-01,2010
"559_5",2010-03-23,-17.7451166666667,-72.1033166666667,-17.6912,-72.1716,2010-03-01,2010
"559_6",2010-03-24,-17.759,-72.1472166666667,-17.7386166666667,-72.2343833333333,2010-03-01,2010
"559_7",2010-03-25,-17.6847833333333,-72.1675,-17.6590666666667,-72.2567,2010-03-01,2010
"560_1",2010-04-07,-9.35056666666667,-78.8335833333333,-9.32331666666667,-78.8531333333333,2010-04-01,2010
"560_2",2010-04-08,-9.36696666666667,-78.7915,-9.34166666666667,-78.8082333333333,2010-04-01,2010
"560_3",2010-04-09,-9.36681666666667,-78.7164166666667,-9.35031666666667,-78.7196333333333,2010-04-01,2010
"560_4",2010-04-10,-9.44198333333333,-78.6168,-9.43228333333333,-78.6204,2010-04-01,2010
"560_5",2010-04-11,-9.03293333333333,-78.8173166666667,-9.01393333333333,-78.8161166666667,2010-04-01,2010
"561_1",2010-04-17,-8.20011666666667,-79.21725,-8.1832,-79.2316333333333,2010-04-01,2010
"561_2",2010-04-18,-8.26683333333333,-79.4669166666667,-8.2444,-79.48135,2010-04-01,2010
"561_3",2010-04-19,-8.50023333333333,-79.8351833333333,-8.4912,-79.8657333333333,2010-04-01,2010
"561_4",2010-04-20,-8.50105,-80.0013833333333,-8.50898333333333,-80.0227166666667,2010-04-01,2010
"561_5",2010-04-21,-8.1837,-79.8498166666667,-8.17828333333333,-79.8505333333333,2010-04-01,2010
"561_6",2010-04-22,-8.10006666666667,-79.8510166666667,-8.09,-79.8626833333333,2010-04-01,2010
"562_1",2010-05-20,-8.33418333333333,-79.5761333333333,-8.30941666666667,-79.59815,2010-05-01,2010
"562_2",2010-05-21,-8.41725,-79.5423666666667,-8.4012,-79.5614833333333,2010-05-01,2010
"562_3",2010-05-22,-8.30031666666667,-79.5005166666667,-8.27973333333333,-79.5350166666667,2010-05-01,2010
"562_4",2010-05-23,-8.07601666666667,-79.5006,-8.05066666666667,-79.533,2010-05-01,2010
"562_5",2010-05-24,-8.20016666666667,-79.2341666666667,-8.17953333333333,-79.2507333333333,2010-05-01,2010
"563_1",2010-06-03,-7.6837,-80.25065,-7.65078333333333,-80.2742,2010-06-01,2010
"563_2",2010-06-03,-7.34158333333333,-80.38385,-7.30981666666667,-80.4040333333333,2010-06-01,2010
"563_3",2010-06-04,-6.86168333333333,-81.0446666666667,-6.8274,-81.0795833333333,2010-06-01,2010
"563_4",2010-06-05,-6.74963333333333,-81.1685666666667,-6.71233333333333,-81.1957166666667,2010-06-01,2010
"564_1",2010-06-09,-6.33775,-81.13875,-6.3228,-81.1521666666667,2010-06-01,2010
"564_2",2010-06-10,-6.38365,-81.2337,-6.3598,-81.2406666666667,2010-06-01,2010
"564_3",2010-06-11,-6.8001,-81.0532833333333,-6.77361666666667,-81.0677166666667,2010-06-01,2010
"564_4",2010-06-12,-7.26728333333333,-80.7343666666667,-7.26118333333333,-80.7810333333333,2010-06-01,2010
"565_1",2010-04-20,-19.3088,-73.2855166666667,-19.2687666666667,-73.3888666666667,2010-04-01,2010
"565_2",2010-04-21,-19.2705833333333,-73.2933333333333,-19.2229166666667,-75.3993666666667,2010-04-01,2010
"565_3",2010-04-22,-19.3782833333333,-73.3491666666667,-19.3498333333333,-73.4565166666667,2010-04-01,2010
"565_4",2010-04-23,-19.3031,-73.4174166666667,-19.24215,-73.49955,2010-04-01,2010
"565_5",2010-04-24,-19.4588666666667,-73.4545666666667,-19.4037666666667,-73.53785,2010-04-01,2010
"565_6",2010-04-25,-19.4987666666667,-73.3971166666667,-19.46085,-73.5011,2010-04-01,2010
"565_7",2010-04-26,-19.3485166666667,-73.3253,-19.2859833333333,-73.4209333333333,2010-04-01,2010
"565_8",2010-04-27,-19.29045,-73.4380833333333,-19.2266,-73.5260833333333,2010-04-01,2010
"565_9",2010-04-28,-19.2247166666667,-73.526,-19.1552333333333,-73.6226333333333,2010-04-01,2010
"565_10",2010-04-29,-19.0329666666667,-73.5373833333333,-18.9693166666667,-73.6116333333333,2010-04-01,2010
"566_1",2010-05-10,-19.3223666666667,-73.4330833333333,-19.2926833333333,-73.5767666666667,2010-05-01,2010
"566_2",2010-05-11,-19.3395166666667,-73.4575166666667,-19.3084666666667,-73.6078666666667,2010-05-01,2010
"566_3",2010-05-12,-19.3526333333333,-73.37325,-19.33335,-73.52225,2010-05-01,2010
"566_4",2010-05-13,-19.3287166666667,-73.4905833333333,-19.3007,-73.6362666666667,2010-05-01,2010
"566_5",2010-05-14,-19.2469333333333,-73.7180333333333,-19.1768666666667,-73.8574166666667,2010-05-01,2010
"566_6",2010-05-15,-19.2472,-73.8103833333333,-19.1284666666667,-73.8657,2010-05-01,2010
"566_7",2010-05-18,-18.4349,-73.0692666666667,-18.3458833333333,-73.194,2010-05-01,2010
"566_8",2010-05-19,-18.17235,-73.0202833333333,-18.0826166666667,-73.1377,2010-05-01,2010
"567_1",2010-06-21,-8.36691666666667,-79.5337833333333,-8.34165,-79.5463833333333,2010-06-01,2010
"567_2",2010-06-22,-8.39183333333333,-79.5014,-8.37038333333333,-79.5159166666667,2010-06-01,2010
"567_3",2010-06-23,-8.31,-79.4585333333333,-8.28488333333333,-79.4838666666667,2010-06-01,2010
"567_4",2010-06-24,-8.41765,-79.3419666666667,-8.39586666666667,-79.3606666666667,2010-06-01,2010
"567_5",2010-06-25,-8.4173,-79.7838166666667,-8.39935,-79.80265,2010-06-01,2010
"568_1",2010-07-13,-8.30108333333333,-79.5001,-8.2761,-79.5245,2010-07-01,2010
"568_2",2010-07-14,-8.40753333333333,-79.5688666666667,-8.38498333333333,-79.5871333333333,2010-07-01,2010
"568_3",2010-07-15,-9.2837,-79.4502833333333,-9.26333333333333,-79.4680833333333,2010-07-01,2010
"568_4",2010-07-16,-9.03358333333333,-79.9175166666667,-9.0176,-79.9433833333333,2010-07-01,2010
"568_5",2010-07-17,-9.00025,-79.9170333333333,-8.97735,-79.92985,2010-07-01,2010
"569_1",2010-07-11,-19.4325,-73.9181333333333,-19.31565,-78.0219833333333,2010-07-01,2010
"569_2",2010-07-12,-19.2280166666667,-73.1020666666667,-19.1321333333333,-73.2355833333333,2010-07-01,2010
"569_3",2010-07-13,-19.1891,-73.3374333333333,-19.0895833333333,-73.3349333333333,2010-07-01,2010
"569_4",2010-07-14,-19.2397166666667,-73.4193666666667,-19.1349666666667,-73.4982333333333,2010-07-01,2010
"569_5",2010-07-15,-19.2764333333333,-73.1222666666667,-19.18395,-73.2097833333333,2010-07-01,2010
"569_6",2010-07-16,-18.4591166666667,-73.1815333333333,-18.34555,-73.2444666666667,2010-07-01,2010
"569_7",2010-07-17,-18.4383333333333,-73.1889333333333,-18.3419666666667,-73.2898833333333,2010-07-01,2010
"569_8",2010-07-18,-18.26435,-73.1121333333333,-18.2054333333333,-73.23625,2010-07-01,2010
"569_9",2010-07-19,-18.2071333333333,-72.8386833333333,-18.1325833333333,-72.9742,2010-07-01,2010
"569_10",2010-07-20,-18.1054,-72.3656,-18.06385,-72.4798666666667,2010-07-01,2010
"570_1",2010-08-22,-18.3073666666667,-72.6851166666667,-18.27055,-72.8756833333333,2010-08-01,2010
"570_2",2010-08-23,-18.9928833333333,-72.7827,-18.2819166666667,-72.96035,2010-08-01,2010
"570_3",2010-08-24,-18.2455333333333,-72.8381666666667,-18.2186166666667,-73.0385666666667,2010-08-01,2010
"570_4",2010-08-25,-18.1584333333333,-72.9554166666667,-18.0957833333333,-73.1479333333333,2010-08-01,2010
"570_5",2010-08-26,-18.0476833333333,-73.0900666666667,-18.0022833333333,-73.2841166666667,2010-08-01,2010
"570_6",2010-08-27,-17.93535,-73.2056333333333,-17.9228166666667,-73.3397,2010-08-01,2010
"571_1",2010-09-17,-18.2792833333333,-72.32265,-18.2517666666667,-72.37435,2010-09-01,2010
"571_2",2010-09-18,-18.2690333333333,-72.3370833333333,-18.222,-72.3829833333333,2010-09-01,2010
"571_3",2010-09-19,-18.2171833333333,-72.3597,-18.1884666666667,-72.4072333333333,2010-09-01,2010
"571_4",2010-09-20,-18.2257833333333,-72.2999166666667,-18.1961,-72.35725,2010-09-01,2010
"571_5",2010-09-21,-18.2104666666667,-72.34125,-18.18175,-72.3936333333333,2010-09-01,2010
"571_6",2010-09-22,-18.2104666666667,-72.34125,-18.18175,-72.3944333333333,2010-09-01,2010
"572_1",2010-09-26,-8.63318333333333,-80.1677,-8.61793333333333,-80.1851333333333,2010-09-01,2010
"572_2",2010-09-27,-8.63381666666667,-80.2505666666667,-8.61006666666667,-80.2534833333333,2010-09-01,2010
"572_3",2010-09-28,-8.76663333333333,-80.25025,-8.73875,-80.272,2010-09-01,2010
"572_4",2010-09-29,-8.81658333333333,-80.20005,-8.78426666666667,-80.2327833333333,2010-09-01,2010
"572_5",2010-09-30,-8.45891666666667,-80.2001666666667,-8.45033333333333,-80.2058333333333,2010-09-01,2010
"572_6",2010-10-01,-8.66628333333333,-80.0166333333333,-8.64086666666667,-80.0275166666667,2010-10-01,2010
"572_7",2010-10-02,-8.17711666666667,-79.3427166666667,-8.15366666666667,-79.3576666666667,2010-10-01,2010
"573_1",2010-10-19,-18.3487166666667,-72.1248666666667,-18.3353833333333,-72.1885333333333,2010-10-01,2010
"573_2",2010-10-20,-18.3287333333333,-72.13165,-18.31755,-72.2110166666667,2010-10-01,2010
