Trip Code,Data entry,Boat name,Observer name,Captain name,Vessel capacity,Vessel length,Lugar de zarpe,. crew,. de matricula,Motor HP,Fecha de zarpe,hora de zarpe,Sistema,Objective species,Objective species 2,Objective species 3,fecha de llegada,hora de llegada,Puerto de llegada,Bait type 1,Bait type 2,Bait type 3,Bait state 1,Bait state 2,Bait state 3,. hooks,Corcho distance,"corcho distance, m or b",hook tipo y tamano,Mainline length,Mainline length units,Mainline material,Mainline thickness,hook depth (branchline length),Branchline material,Branchline thickness,"hook depth, m or b",hook - distance betwen,hook distance units,Use weight,Weight amount,Weigth to hook distance,linea madre/net depth,Net depth category,. panes,Pane 1 .,Net 1 type,Pane size - Length,Pane size - Depth,Pane size - Units,Mesh size,Mesh size - Units,Net depth,Net depth - Units,Pane 2 .,Net 2 type,Pane 2 length,Pane 2 depth,Pane 2 units,Pane 2 water depth,Pane 2 water depth - Units,Pane 2 mesh size,Pane 2 mesh size - units,Pane 3 .,Net 3 type,Pane 3 length,Pane 3 depth,Pane 3 units,Pane 3 water depth,Pane 3 water depth - Units,Pane 3 mesh size,Pane 3 mesh size - units,Mixed - type,Mixed- depth category,mixed - . panes,mixed - pane 1 - length,mixed - pane 1 - height,mixed - pane 1 units,mixed - pane 2 - length,mixed - pane 2 - height,mixed - pane 2 units,mixed - pane 1 mesh size,mixed - pane 1 mesh units,mixed - pane 2 mesh size,mixed - pane 2 mesh units,PS - number floats,PS - distance between floats FROM,PS - distance between floats TO,PS - number leads,PS - distance between leads FROM,PS - distance between leads TO,PS - boliche length,PS - boliche height,PS - material relinga superior,PS - grosor relinga superior,PS - material relinga inferior,PS - grosor relinga inferior,PS - mesh size,PS - ring diameter,Capture species 1,Capture species 2,Capture species 3,Capture species 4,Capture species 5,Capture species 6,Capture species 7,Quantity 1,Quantity 2,Quantity 3,Quantity 4,Quantity 5,Quantity 6,Quantity 7,Quantity Units 1,Quantity Units 2,Quantity Units 3,Quantity Units 4,Quantity Units 5,Quantity Units 6,Quantity Units 7,Cost of operation,Estimada ganacia,Comments
260,,Virgen del Carmen,FBR,,,,Ilo,4,IO-20907-BM,,7/3/06,1/0/00,manual,tiburon,,,7/17/06,1/0/00,Ilo,caballa,,,salada,,,750,,,"J#1, J#2",,,,,8.5,,,b,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,,,,,,420,168,,,,,,k,k,,,,,,,,"Distancia entre anzuelos: 15 bz, profundida de anzuelos: 8 y 9 bz"
261,,Leon Marino,GVH,,,,Salaverry,3,SY-0233-BM,,6/22/06,1/0/00,red,tiburon,,,6/30/06,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,,,,,,,superficial,,20,,,50,7,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,diamante,,,,,,9,2,,,,,,i,i,,,,,,,,"Al inicio de la salida se busco chancho para carnada (no se pudo captutar), el dia 27/06/06 navegando a otra zona hubo problemas mecanicos, fueron remolcados por la E/P Fray Martin II.
Bonitera 4"", corvinales 6"", rayera 14"", robalera 8"""
262,,Don Nico,ASS,,,,Salaverry,3,SY-0311-BM,,7/4/06,1/0/00,red,cruceta,,,7/10/06,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,20,,,60,7,,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,raya aguila,,,,,,77,,,,,,,k,,,,,,,,,"12 panos de 60bz, 7 panos de 50bz y 1 pano de 40bz. Tipos de malla: robaleras 8"", boniteras 4"", rayeras 10"". Pesca del martillo escasa, se pesca al sur (Supe, culebras, huarmey, ancon) no se observan pajarotes, se observan cetaceos y se usan como carnada"
263,,Esperanza,GVH,,,,Salaverry,4,SY-3677-BM,,7/7/06,1/0/00,red,tiburon,,,7/19/06,1/0/00,Supe,chancho marino,pota,,fresca,fresca,,,,,,,,,,,,,b,,,,,,superficial,,17,,,50,7,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,azul,Diamante,Perico,,,,15,4,26,11,,,,i,i,i,i,,,,,,"Se usa chancho como carnada especialmente para la pesca del azul y diamante.
Mesh size: robaleras de 8"""
264,,Esperanza,GVH,,,,Supe,4,SY-3677-BM,,7/21/06,1/0/00,red,cruceta,,,7/29/06,1/0/00,Salaverry,chancho marino,,,fresca,,,,,,,,,,,,,,b,,,,,,superficial,,19,,,50,7,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,Zorro,Raya,,,,,121,1,16,,,,,i,i,i,,,,,,,"Se uso chancho marino como carnada solo en el lance 6.
Robalera 8"", rayera 14"". Los pescadores comentan que en temporada de invierno la pesca es escasa, se matan muchos chanchos para la pesca con  espinel y red."
265,,Virgen del Carmen,FBR,,,,Ilo,4,IO-20907-BM,,7/21/06,1/0/00,manual,tiburon,,,8/4/06,1/0/00,Ilo,caballa,,,congelada,,,700,,,J # 1,,,,,9,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Pez Espada,,,,,980,420,31,,,,,k,k,k,,,,,,,Distancia entre anzuelos: 15 bz
267,,jessica 2,CPM,,,,Callao,,CO 21719 CM,,7/8/06,1/0/00,manual,perico,,,8/3/06,1/0/00,Callao,,,,,,,1850,,,J#3,,,,,6,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,Diamante,Zorro,Espada,,,5030,900,30,300,40,,,k,k,k,k,k,,,,,"Distancia entre anzuelos: 10 bz
Precios: Perico S/.4.50/k, Azul 3.00/k, diamante 5.00/k, Zorro 3.50/k, Espada 6.00/k, aleta de tiburon 35.00/k"
268,,Emmanuel,MCT,,,,Ilo,4,IO 21998 BM,,7/15/06,1/0/00,manual,tiburon,,,8/4/06,1/0/00,Ilo,caballa,,,salada,,,1200,,,,,,,,8,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,,,,,,800,300,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 19 bz
269,,Maria Isabel,GVH,,,,Salaverry,4,SY 15248 BM,,8/3/06,1/0/00,red,cruceta,,,8/12/06,1/0/00,Salaverry,chancho marino,,,fresca,,,,,,,,,,,,,,b,,,,,,superficial,,20,,,50,7,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,azul,Vidrio,Cazon,Rayas,,,79,4,5,1,6,,,i,i,i,i,i,,,,,"Varios tipos de mallas utilizadas: Robaleras 8"", Boniteras 4"", Corvinales 4"", Animaleras 10"""
270,,Virgen del Carmen,FBR,,,,Ilo,4,IO 20907 BM,,8/10/06,1/0/00,manual,tiburon,,,8/21/06,1/0/00,Ilo,caballa,,,salada,,,700,,,J#1,,,,,8.5,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Espada,,,,,320,56,56,,,,,k,k,k,,,,,,,Distancia entre anzuelos: 15 bz
271,,San Miguel 2,MMR,,,,Ilo,3,IO 12389 BM,,8/11/06,1/0/00,manual,tiburon,,,8/18/06,1/0/00,Ilo,caballa,pota,,fresca,salada,,550,,,"C18, C16,J",,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,,,,,,345,150,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 18 bz
272,,Fray Martin 2,OAA,,,,Salaverry,3,SE 0834 BM,,8/16/06,1/0/00,red,raya,,,8/20/06,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,17,,,80,,b,7,p,5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,azul,Martillo,Vidrio,,,,120,25,20,5,,,,k,k,k,k,,,,,,"89 rayas, 2 azules, 8 martillos, 1 vidrio.
Se usaron diversos tipos y tama_os de malla:6  Animaleras 7"", Lenguaderas 7"", Rayeras 14"", Bonitera 5"""
273,,Maria Isabel,GVH,,,,Salaverry,6,SY 15248 BM,,8/17/06,1/0/00,manual,perico,,,8/24/06,1/0/00,Salaverry,pota,,,fresca,,,1250,,,J,,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,,,,,,2823,26,,,,,,k,k,,,,,,,,"Distancia entre anzuelos: 10 bz
Tipo de anzuloe: J ""periquero"""
274,,jessica 2,CPM,,,,Paita,11,CO 21719 CM,,8/25/06,1/0/00,manual,tiburon,,,9/10/06,1/0/00,Paita,pota,,,fresca,,,1800,,,J 2,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,,,,,,75,3800,,,,,,k,k,,,,,,17000,14000,"Distancia entre anzuelos: 6 - 7 bz, profundidad del anzuelos: 4 - 5 bz.
Perico precio S/ 5.50 a S/ 3.30, azul S/ 14 k a S/ 2.50 kg"
275,,Virgen del Carmen,FBR,,,,Ilo,4,IO 20907 BM,,8/30/06,1/0/00,manual,tiburon,,,9/14/06,1/0/00,Ilo,caballa,,,congelada,,,260,,,J# 1,,,,,8,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Lisa voladora,pota,,,,305,58,138,212,,,,k,k,k,k,,,,,,"Distancia entre anzuelos: 15 bz
Profundidad del anzuelo: 8 - 9 bz"
276,,Inmaculada,GRA,,,,Salaverry,6,SY 18556 BM,,9/10/06,1/0/00,manual,tiburon,,,9/18/06,1/0/00,Salaverry,pota,,,fresca,,,1200,,,"J #4, # 2",,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,perico,pez espada,,,,65,90,1900,8,,,,k,k,k,k,,,,,,Distancia entre anzuelos: 8 bz
277,,Del Rosario,GVH,,,,Salaverry,6,SY 22881 BM,,9/11/06,1/0/00,manual,perico,,,9/22/06,1/0/00,Salaverry,pota,,,fresca,,,1650,,,J 4,,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,perico,,,,,20,25,4900,,,,,k,k,k,,,,,,,Distancie entre anzuelos: 8 bz
278,,jessica 2,CPM,,,,Paita,9,CO 21719 CM,,8/7/06,1/0/00,manual,perico,,,8/21/06,1/0/00,Paita,pota,,,fresca,,,1800,,,J#1,,,,,6,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,Diamante,,,,,,7,17,,,,,,,,,,,,,,Distancia entre anzuelos: 8 bz
279,,Del Rosario,ASS,,,,Salaverry,8,SY 22881 BM,,8/23/06,1/0/00,manual,perico,,,8/29/06,1/0/00,Salaverry,pota,,,fresca,,,1300,,,J#4,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,martillo,,,,,,2250,8,,,,,,k,k,,,,,,,,"Distancia entre anzuelos: 8 bz
Profundidad del anzuelo: 3 - 5 bz"
280,,Maria Isabel,GVH,,,,Salaverry,6,SY-15248,,8/26/06,1/0/00,manual,perico,,,9/3/06,1/0/00,Salaverry,pota,,,fresca,,,1250,,,J#4,,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,2500,,,,,,,k,,,,,,,,,Distancia entre anzuelos: 10 bz
281,,Mi Vicente Hildebrant,OAA,,,,Salaverry,4,SY 19693 BM,,9/20/06,1/0/00,red,tiburon,raya,,9/30/06,1/0/00,Salaverry,chancho marino,,,"fresca, congelada",,,,,,,,,,,,,,b,,,,,,superficial,,17,,,50,5,b,7,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,martillo,Raya,vidrio,,,,65,1,170,3,,,,k,k,k,k,,,,,,"Pesca ademas: 7 azules, 1 martillo, 92 rayas aguilasy 1 tiburon vidrio.
Se usaron 4 ralleras 9"", 5 tolleras 5"", 3 boniteras 5"", 3 robaleras 7"" y 2 animaleras 7"". Rotura de las mallas atribuidas a cachalotes."
282,,Virgen del carmen,FBR,,,,Ilo,3,IO 20907 BM,,9/24/06,1/0/00,manual,tiburon,,,10/9/06,1/0/00,Ilo,lisa,pota,,,,,450,,,J#1,,,,,8,,,b,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,lisa voladora,,,,,,780,150,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 15 bz
283,,Del Rosario,GVH,,,,Salaverry,7,SY 22881 BM,,9/26/06,1/0/00,manual,perico,,,9/29/06,1/0/00,Salaverry,pota,,,fresca,,,1650,,,J#4,,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Distancia entre anzuelos: 8 bz
No se efectuo ninguna cala, cuando se tenia todo listo para realizar la primera cala fall„ la bomba centina que sirve para sacar el agua de la bodega del deshielo."
284,,Del Rosario,GVH,,,,Salaverry,7,SY 22881 BM,,10/1/06,1/0/00,manual,perico,,,10/14/06,1/0/00,Salaverry,pota,pota,,fresca,congelada,,1530,8,b,J#4,,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,Diamante,Espada,,,,2000,15,10,18,,,,k,k,k,k,,,,,,
285,,Don Willo,GVH,,,,Salaverry,4,,,10/21/06,1/0/00,red,azul,,,10/28/06,1/0/00,Salaverry,chancho marino,,,fresca,,,,,,,,,,,,,,b,,,,,,superficial,,30,,,30,5,B,6,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,azul,Vidrio,Martillo,,,,181,11,2,2,,,,i,i,i,i,,,,,,Solo se uso chancho como carnada en la 5ta cala.
286,,San Miguel 2,MMR,,,,Ilo,3,IO 12389 BM,,10/27/06,1/0/00,manual,tiburon,,,11/4/06,1/0/00,Ilo,caballa,pota,,salada,fresca,,400,,,C#16,,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,lisa,ovas,,,,300,215,,,,,,k,k,,,,,,,,"Distancia entre anzuelos: 18 bz
Lleva circulares C 16 y J"
287,,Poupee 1,ASS,,,,Salaverry,5,SY 22582 BM,,10/27/06,1/0/00,manual,perico,,,11/1/06,1/0/00,Salaverry,pota,,,fresca,,,1300,,,"J#4, J#5",,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,,,,,,30,660,,,,,,k,k,,,,,,,,"Distancia entre anzuelos: 8 bz
J#4: 300 anzuelos, J#5: 1000 anzuelos
La captura estimada solo esta referida a las 3 primeras calas, dado que la E/P todavia se quedo a trabajar mas dias"
288,,Virgen del Carmen,FBR,,,,Ilo,3,IO 20907 BM,,10/16/06,1/0/00,manual,tiburon,,,10/21/06,1/0/00,Ilo,caballa,,,salada,,,450,,,"J#1,#2",,,,,8,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Lisa voladora,,,,,133,145,500,,,,,k,k,k,,,,,,,"Distancia entre anzuelos: 15 bz
Profundidad de anzuelos: 8 - 9 bz"
289,,Virgen del Carmen,FBR,,,,Ilo,4,IO 20907 BM,,10/22/06,1/0/00,manual,tiburon,,,11/6/06,1/0/00,Ilo,lisa,,,fresca,,,450,15,b,"J#1,2",,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Perico,Lisa,Cau cau,,,568,44,160,700,230,,,k,k,k,k,k,,,,,Lisa y cau cau se capturaron con red.
290,,Emmanuel,MCT,,,,Pucusana,5,IO 21998 BM,,10/29/06,1/0/00,manual,perico,,,11/13/06,1/0/00,Pucusana,pota,,,fresca,,,2000,,,J#3,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,Diamante,,,,,5630,175,22,,,,,k,k,k,,,,,,,Distancia entre anzuelos: 8 bz
291,,Del Rosario,GVH,,,,Salaverry,7,SY 22881 BM,,11/7/06,1/0/00,manual,perico,,,11/18/06,1/0/00,Salaverry,pota,,,fresca,,,1500,,,J#4,,,,,3,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,perico,,,,,15,20,5.539999962,,,,,k,k,k,,,,,,,"Distancia entre anzuelos: 8 bz.
A partir de la cala 6, se trabajo el espinel, calando en forma de U
Se comento sobre el uso de  los anzuelos circulares, pero no aceptan."
292,,Charito,GVH,,,,Salaverry,4,CO 3263 BM,,11/22/06,1/0/00,red,tiburon,,,11/25/06,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,21,,,60,8,B,6,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,martillo,Raya,,,,,2,6,4,,,,,i,i,i,,,,,,,"Robalera: 8‚ , corvinales: 6‚, boniteras: 4
Rumbo a realizar la 3era cala, la E/P sufrio desperfectos mecanicos, una tuberia de inyeccion de petroleo se rompio, tratramos de solucionarlo (soldimix y amarrando plasticos) se tuvo que regresar a puerto."
293,,Charito,GVH,,,,Salaverry,3,CO 3263 BM,,11/28/06,1/0/00,red,tiburon,,,12/6/06,1/0/00,Salaverry,chancho marino,,,fresca,,,,,,,,,,,,,,b,,,,,,superficial,,21,,,60,8,b,6.5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamante,azul,martillo,vidrio,raya,,,19,13,5,1,25,,,i,i,i,i,i,,,,,"Robaleras 8"", Corvinales 6"", Boniteras 4""
Se zarpo tenprano para buscar chamcho marino (carnada) no se pudo conseguir."
294,,Poupee 1,ASS,,,,Salaverry,6,SY 22582 BM,,11/23/06,1/0/00,manual,tiburon,,,12/1/06,1/0/00,Salaverry,pota,,,fresca,,,1200,8,b,"J#4, #5",,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,atun,,,,,95,3250,3,,,,,k,k,k,,,,,,,
295,,Aguila Marina,"MPR,CCB",,,,Constante,3,,,12/12/06,1/0/00,red,guitarra,,,12/13/06,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,30,,,35,2,B,7,p,4.369999886,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,raya,tortuga,platillos,,,,3,2,5,5,,,,i,i,i,i,,,,,,"El viaje estaba programado para una salida de 3 dias, pero la mar estaba movida, se regreso al dia siguiente.
Malla 1/4""."
296,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,11/30/06,1/0/00,manual,perico,,,12/5/06,1/0/00,Ilo,pota,,,fresca,,,700,10,B,"J#2 , J#3, C16",,,,,4.5,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,2000,,,,,,,k,,,,,,,,,
297,,Pedro Luis 2,RCR,,,,Paita,7,sin matricula,,12/6/06,1/0/00,manual,perico,,,12/14/06,1/0/00,Paita,pota,,,fresca,,,1200,8,B,"J#3, J#4, C14",,,,,4,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,,,,,,,,,,,,,,,,,
298,,Rosita 4,ACG,,,,Paita,8,PT 22831 BM,,12/6/06,1/0/00,manual,perico,,,12/19/06,1/0/00,Paita,pota,,,fresca,,,900,8,B,"J#5, C14",,,,,4,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,,,,,,,,,,,,,,,,,
299,,Poupee 1,GVH,,,,Salaverry,6,SY 22582 BM,,12/12/06,1/0/00,manual,perico,,,12/21/06,1/0/00,Salaverry,pota,,,fresca,,,1100,,,"J#4, J#5",,,,,3,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,3300,,,,,,,k,,,,,,,,,"Distancia entre anzuelos: 8bz.
En esta salida la observacion y colecta de muestras fue escasa."
300,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,12/19/06,1/0/00,manual,perico,,,12/26/06,1/0/00,Ilo,pota,,,fresca,,,700,,,"J#2,J#3,C16",,,,,4.5,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,,,,,,3,2100,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 10bz
301,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,12/30/06,1/0/00,manual,perico,,,1/6/07,1/0/00,Ilo,pota,,,fresca,,,700,,,"J#2,J#3,C16",,,,,4.5,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,,,,,,10,1300,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 10bz
302,,Virgen Del Carmen,FBR,,,,Ilo,4,IO 20907 BM,,12/26/06,1/0/00,manual,perico,,,1/3/07,1/0/00,Ilo,pota,lisa,,,,,500,,,J#2,,,,,4,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Perico,,,,,21,3,1750,,,,,k,k,k,,,,,,,Distancia entre anzuelos: 10bz
303,,Emmanuel,MCT,,,,Pucusana,5,IO 21998 BM,,11/16/06,1/0/00,manual,perico,,,11/30/06,1/0/00,Pucusana,pota,,,fresca,,,1800,,,J#3,,,,,4,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,,,,,,181,7300,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 9bz
304,,Emmanuel,MCT,,,,Pucusana,5,IO 21998 BM,,12/4/06,1/0/00,manual,perico,,,12/19/06,1/0/00,Pucusana,pota,,,fresca,,,1800,,,J#3,,,,,4,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Perico,,,,,168,55,7351,,,,,k,k,k,,,,,,,Distancia entre anzuelos: 9bz
305,,Coral 9,CPM,,,,Callao,11,CO 16018 CM,,12/28/06,1/0/00,manual,perico,,,1/1/07,1/0/00,Callao,pota,caballa,,fresca,congelada,,1800,,,J#3,,,,,4,,,B,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,2415,,,,,,,k,,,,,,,,,Distancia entre anzuelos: 8bz
306,,Coral 9,CPM,,,,Callao,11,CO-16018-BM,,1/5/07,1/0/00,manual,perico,,,1/13/07,1/0/00,Callao,pota,,,fresca,,,1800,,,J#3,,,,,4,,,B,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,Zorro,Perico,Pez espada,,,122,12,42,8809,172,,,k,k,k,k,k,,,,,Distancia entre anzuelos: 8bz
307,,Emmanuel,MCT,,,,Pucusana,5,IO-21998-BM,,1/5/07,1/0/00,manual,perico,,,1/15/07,1/0/00,Pucusana,pota,,,fresca,,,1800,,,J#3,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,,,,,,6100,59,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 9bz
308,,Virgen del Carmen,FBR,,,,Ilo,5,IO-20907-BM,,1/6/07,,manual,perico,,,1/13/07,,Ilo,pota,lisa,,fresca,fresca,,450,,,J#2,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,,,,,,,,,,,,,,,,,"Distancia entre anzuelos: 10bz
Falta el informe de papel con los lances completos."
309,,Juan Pastor,CCB,,,,Constante,3,,,1/9/07,,arastre,langostino,,,1/9/07,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,langostino,camotillo,lisa,,,,,29,6,1,,,,,I,I,I,,,,,,,"Profundidad: 12bz. Malla de arriba 1.5"", malla de abajo 1.8"". Durante 30' arrastran. Area de pesca 3mn al frente de Constante."
310,,Fray Martin 2,GRA,,,,Salaverry,3,,,1/10/07,1/0/00,red,cruceta,,,1/16/07,1/0/00,Salaverry,chancho marino,barrilete,,fresca,fresca,,,,,,,,,,,,,b,,,,,,superficial,,11,,,60,6,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,martillo,Zorro,Azul,Diamante,,,200,120,450,80,250,,,k,k,k,k,k,,,1000,3000,"Mallas: 6  robaleras y  5 lenguaderas.
Robaleras: 60 x 6bz, cocada 8"", lenguaderas: 50 x 6bz, cocada: 7"".Se arponearon 3 delfines para utilizarlos como carnada en la faena."
311,,San Miguel 2,MMR,,,,Ilo,4,IO-12389-BM,,1/10/07,1/0/00,manual,perico,,,1/18/07,1/0/00,Ilo,pota,lisa,,fresca,fresca,,600,,,"J#2,3",,,,,4.5,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,azul,,,,,,2000,5,,,,,,k,k,,,,,,,,Distancia entre anzuelos: 10 bz
